group,method,parameter,cluster_id,size,member_edge_ids
low_priority_uncertain,dbscan,eps_mm=4.56,D0002,3,E_N001154_N001156|E_N001156_N001160|E_N002288_N002308
low_priority_uncertain,dbscan,eps_mm=4.56,D0003,4,E_N002444_N003581|E_N003550_N003553|E_N003564_N003567|E_N003578_N003581
low_priority_uncertain,dbscan,eps_mm=4.56,D0004,10,E_N003436_N003441|E_N003450_N003452|E_N003450_N003456|E_N004575_N004590|E_N004584_N004590|E_N004586_N004590|E_N004589_N004604|E_N004598_N004600|E_N004600_N004604|E_N005737_N005752
low_priority_uncertain,dbscan,eps_mm=4.56,D0005,2,E_N003717_N003723|E_N003717_N004871
low_priority_uncertain,dbscan,eps_mm=4.56,D0006,2,E_N004557_N004563|E_N004558_N005695
low_priority_uncertain,dbscan,eps_mm=4.56,D0007,3,E_N004640_N005780|E_N005765_N005776|E_N005774_N005780
low_priority_uncertain,dbscan,eps_mm=4.56,D0008,2,E_N004711_N004712|E_N005849_N005860
low_priority_uncertain,dbscan,eps_mm=4.56,D0009,2,E_N004879_N004885|E_N005006_N006129
low_priority_uncertain,dbscan,eps_mm=4.56,D0010,2,E_N006476_N006479|E_N006602_N006605
low_priority_uncertain,dbscan,eps_mm=4.56,D0011,2,E_N007986_N008006|E_N008000_N009140
