alignment_error_vox,classification_confidence,classification_reason,classification_status,comparison_applicable,confidence_percent_uncalibrated,connected_support,defect_type,diameter_median_um,diameter_voxels_median,diameter_voxels_p10,diameter_voxels_p90,edge_id,end_x,end_y,end_z,expected_radius_median_voxels,failed_checks,gap_fraction,has_error,height_band,human_review_label,human_review_note,human_review_source,junction0,junction1,length_vox,length_voxels,longest_unsupported_gap_voxels,measurement_valid,median_signed_radial_deviation_voxels,mid_x,mid_y,mid_z,observed_axial_fraction,occupancy,orientation,p90_absolute_radial_deviation_voxels,p90_centerline_displacement_voxels,prediction,prediction_reason,region,registration_uncertainty_voxels,review_required,sample_order,start_x,start_y,start_z,strut_id,thickness_measurement_valid,thickness_um_median,threshold_stability,tiff_measurement_valid
4.647112299465743,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,429.4180896089002,7.391017032855425,6.424311169168967,8.712810921383056,E_N001024_N001035,181.3882314317877,762.4765696825043,64.0821426808165,3.530520439147949,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""radial_deviation"", ""centerline_displacement""]",0.6514285714285714,True,low,,,,1024,1035,55.8456099496975,55.42603906088282,36.10610544537509,True,-1.9821474609093543,201.14845728947847,762.3214671332728,44.3541814350185,0.1627906976744186,0.1627906976744186,1:0:-1,1.9821474609093543,4.647112299465743,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1800,220.90868314716928,762.1663645840414,24.626220189220504,1800,True,429.4180896089002,1.0,True
4.550507354392288,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,459.0357297651432,7.900787087179745,5.957116148118749,8.54044861864681,E_N001026_N001035,181.3882314317877,762.4765696825043,64.0821426808165,3.535576820373535,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.6152380952380953,True,low,,,,1026,1035,55.84560994969744,55.42603906088278,34.10021069840979,True,-0.5524403582783839,161.6280055740969,762.6316722317357,83.81010392661452,0.1860465116279069,0.1860465116279069,1:0:-1,0.8934140168679968,4.550507354392288,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1802,141.86777971640615,762.7867747809671,103.53806517241252,1802,True,459.0357297651432,1.0,True
3.6078472069666834,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,,,,,E_N001039_N001049,260.3648022793791,762.0749785245767,64.14758735012143,3.5357539653778076,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.5790476190476191,True,low,,,,1039,1049,55.84560994969736,55.42603906088272,32.09431595144448,True,-0.4730693946047273,240.63674271327417,762.1206715543091,44.386903769670965,0.2558139534883721,0.2558139534883721,1:0:1,0.4730693946047273,3.6078472069666834,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1829,220.90868314716928,762.1663645840414,24.626220189220504,1829,False,,0.0,False
4.487625275171816,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,422.9248273817015,7.279256925674725,7.166598990992473,7.391914860356975,E_N001040_N001049,260.3648022793791,762.0749785245767,64.14758735012143,3.5081615447998047,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.5609523809523811,True,low,,,,1040,1049,55.84560994969742,55.426039060882786,31.091368577961873,True,-1.0111705834931226,240.60457642168836,762.2300810738082,83.87554859591944,0.2790697674418604,0.2790697674418604,1:0:-1,1.0111705834931226,4.487625275171816,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1830,220.8443505639976,762.3851836230396,103.60350984171744,1830,True,422.9248273817015,1.0,True
4.171500640506098,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,,,,,E_N001054_N001063,339.34137312697055,761.6733873666491,64.21303201942636,3.5473217964172363,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.6333333333333334,True,low,,,,1054,1063,55.84560994969739,55.42603906088276,35.103158071892416,True,-0.9745940257404762,319.5811472692798,761.8284899158805,83.94099326522436,0.1860465116279069,0.1860465116279069,1:0:-1,0.9745940257404762,4.171500640506098,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1858,299.8209214115891,761.983592465112,103.66895451102236,1858,False,,0.0,False
4.566426324267722,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,426.19066583480594,7.33546757030647,6.369733067763237,9.430784910450448,E_N001066_N001077,418.3179439745619,761.2717962087215,64.27847668873129,3.55045747756958,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.6333333333333333,True,low,,,,1066,1077,55.84560994969744,55.4260390608828,35.10315807189244,True,-0.5521188056821238,438.0781698322527,761.1166936594901,44.55051544293331,0.1860465116279069,0.1860465116279069,1:0:-1,0.5521188056821238,4.566426324267722,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1884,457.83839568994347,760.9615911102587,24.822554197135336,1884,True,426.19066583480594,1.0,True
4.414073295061284,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,,,,,E_N001071_N001077,418.3179439745619,761.2717962087215,64.27847668873129,3.5464584827423096,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.6514285714285714,True,low,,,,1071,1077,55.84560994969757,55.426039060882935,36.10610544537517,True,-1.01336706235897,438.0460035406669,761.2261031789892,84.0391602691818,0.1627906976744186,0.1627906976744186,1:0:1,1.1530645536129651,4.414073295061284,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1887,457.7740631067719,761.1804101492568,103.79984384963232,1887,False,,0.0,False
4.082581419459998,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,,,,,E_N001080_N001091,497.2945148221534,760.870205050794,64.34392135803621,3.5346338748931885,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.6333333333333334,True,low,,,,1080,1091,55.8456099496974,55.42603906088264,35.103158071892345,True,-0.1545920816316273,517.0547406798441,760.7151025015626,44.61596011223824,0.1860465116279069,0.1860465116279069,1:0:-1,0.1545920816316273,4.082581419459998,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1912,536.8149665375349,760.5599999523312,24.887998866440263,1912,False,,0.0,False
4.051219312259182,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,,,,,E_N001082_N001091,497.2945148221534,760.870205050794,64.34392135803621,3.5303239822387695,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.5971428571428572,True,low,,,,1082,1091,55.84560994969751,55.42603906088283,33.09726332492718,True,-0.9075481520503929,477.5342889644627,761.0253076000254,84.07188260383427,0.2325581395348837,0.2325581395348837,1:0:-1,1.2046451807835834,4.051219312259182,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1914,457.7740631067719,761.1804101492568,103.79984384963232,1914,False,,0.0,False
4.4603149742704,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,,,,,E_N001085_N001091,497.2945148221534,760.870205050794,64.34392135803621,3.5584330558776855,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.6333333333333333,True,low,,,,1085,1091,55.845609949697526,55.42603906088286,35.10315807189247,True,-0.7391429297871803,517.0225743882584,760.8245120210615,84.10460493848673,0.1860465116279069,0.1860465116279069,1:0:1,0.9774325626592996,4.4603149742704,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1915,536.7506339543634,760.7788189913291,103.86528851893723,1915,False,,0.0,False
4.042210519503649,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,568.01372998641,9.77648416499845,9.588082465803977,9.964885864192922,E_N001094_N001105,576.2710856697447,760.4686138928663,64.40936602734119,3.558168649673462,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""radial_deviation"", ""centerline_displacement""]",0.5971428571428572,True,low,,,,1094,1105,55.84560994969747,55.42603906088288,33.097263324927205,True,-0.9318820203281556,596.0313115274355,760.3135113436349,44.68140478154319,0.2325581395348837,0.2325581395348837,1:0:-1,1.5171105254621544,4.042210519503649,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1940,615.7915373851263,760.1584087944035,24.953443535745187,1940,True,568.01372998641,1.0,True
4.42723909782797,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,525.6282407373426,9.046957671899184,9.046957671899184,9.046957671899184,E_N001095_N001105,576.2710856697447,760.4686138928663,64.40936602734119,3.566133975982666,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.5609523809523809,True,low,,,,1095,1105,55.845609949697334,55.426039060882744,31.09136857796184,True,-0.6672523777903354,556.5430261036398,760.5143069225987,44.64868244689073,0.2790697674418604,0.2790697674418604,1:0:1,0.8940344637162939,4.42723909782797,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1941,536.8149665375349,760.5599999523312,24.887998866440263,1941,True,525.6282407373426,1.0,True
4.184404434722466,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,,,,,E_N001096_N001105,576.2710856697447,760.4686138928663,64.40936602734119,3.5598256587982178,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.6333333333333333,True,low,,,,1096,1105,55.84560994969735,55.42603906088268,35.10315807189236,True,-0.5516584784392737,556.510859812054,760.6237164420977,84.13732727313922,0.1860465116279069,0.1860465116279069,1:0:-1,1.1655790648390272,4.184404434722466,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1942,536.7506339543634,760.7788189913291,103.86528851893723,1942,False,,0.0,False
4.473372110857242,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,485.5118420541372,8.356486093874995,8.356486093874995,8.356486093874995,E_N001099_N001105,576.2710856697447,760.4686138928663,64.40936602734119,3.5710089206695557,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.5790476190476189,True,low,,,,1099,1105,55.84560994969753,55.426039060882864,32.09431595144455,True,-0.9809048238842905,595.9991452358497,760.4229208631339,84.1700496077917,0.2558139534883721,0.2558139534883721,1:0:1,1.0765154964037764,4.473372110857242,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1943,615.7272048019547,760.3772278334015,103.9307331882422,1943,True,485.5118420541372,1.0,True
4.553078426363338,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,541.7405306665999,9.324277636258174,9.324277636258174,9.324277636258174,E_N001108_N001119,655.247656517336,760.0670227349387,64.47481069664612,3.526207447052002,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.5609523809523809,True,low,,,,1108,1119,55.84560994969747,55.4260390608828,31.091368577961873,True,-0.6396203838672441,675.0078823750268,759.9119201857073,44.74684945084812,0.2558139534883721,0.2558139534883721,1:0:-1,0.9515862694678484,4.553078426363338,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1968,694.7681082327176,759.756817636476,25.01888820505011,1968,True,541.7405306665999,1.0,True
4.325178320332606,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,473.6384968120844,8.152125590569439,7.890981315308476,8.169893370041105,E_N001109_N001119,655.247656517336,760.0670227349387,64.47481069664612,3.5338926315307617,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.38,True,low,,,,1109,1119,55.845609949697334,55.42603906088257,21.061894843135377,True,-0.2669758581087995,635.5195969512312,760.1127157646711,44.714127116195655,0.2558139534883721,0.2558139534883721,1:0:1,0.7697150678864204,4.325178320332606,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1969,615.7915373851263,760.1584087944035,24.953443535745187,1969,True,473.6384968120844,1.0,True
4.503806764363833,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,,,,,E_N001110_N001119,655.247656517336,760.0670227349387,64.47481069664612,3.5621979236602783,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.6333333333333333,True,low,,,,1110,1119,55.84560994969736,55.42603906088269,35.103158071892366,True,-0.6105333739325474,635.4874306596454,760.2221252841701,84.20277194244414,0.1860465116279069,0.1860465116279069,1:0:-1,0.849360684657992,4.503806764363833,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1970,615.7272048019547,760.3772278334015,103.9307331882422,1970,False,,0.0,False
4.439805842878506,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,445.3000206256366,7.664372127807859,6.1168958982141595,8.574416266412475,E_N001113_N001119,655.247656517336,760.0670227349387,64.47481069664612,3.5509183406829834,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.6152380952380951,True,low,,,,1113,1119,55.84560994969753,55.426039060882864,34.10021069840983,True,-0.4741900327631752,674.9757160834411,760.0213297052064,84.23549427709662,0.2093023255813953,0.2093023255813953,1:0:1,0.8568657739747119,4.439805842878506,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,1971,694.7037756495461,759.975636675474,103.99617785754712,1971,True,445.3000206256366,1.0,True
4.6269987610119365,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,554.5914480852624,9.54546382246579,9.54546382246579,9.54546382246579,E_N001122_N001133,734.2242273649276,759.6654315770112,64.54025536595104,3.538328170776367,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.560952380952381,True,low,,,,1122,1133,55.84560994969731,55.42603906088264,31.091368577961784,True,-0.667637552494085,753.9844532226183,759.5103290277798,44.81229412015304,0.2790697674418604,0.2790697674418604,1:0:-1,0.8252515880925982,4.6269987610119365,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,2000,773.744679080309,759.3552264785483,25.08433287435504,2000,True,554.5914480852624,1.0,True
4.3223062982945715,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,502.4617390662454,8.648222703377717,8.348931794477643,8.947513612277792,E_N001123_N001133,734.2242273649276,759.6654315770112,64.54025536595104,3.583360433578491,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.4342857142857144,True,low,,,,1123,1133,55.84560994969749,55.4260390608829,24.070736963583435,True,-0.4466333274495508,714.4961677988226,759.7111246067436,44.77957178550058,0.3255813953488372,0.3255813953488372,1:0:1,0.5814670401352812,4.3223062982945715,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,2001,694.7681082327176,759.756817636476,25.01888820505011,2001,True,502.4617390662454,1.0,True
4.411909825670012,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,448.8771648533534,7.725940875272864,7.725940875272864,7.725940875272864,E_N001124_N001133,734.2242273649276,759.6654315770112,64.54025536595104,3.55200719833374,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.579047619047619,True,low,,,,1124,1133,55.84560994969752,55.42603906088293,32.09431595144459,True,-0.4905128602887996,714.4640015072368,759.8205341262426,84.26821661174907,0.2558139534883721,0.2558139534883721,1:0:-1,0.7444806487791137,4.411909825670012,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,2002,694.7037756495461,759.975636675474,103.99617785754712,2002,True,448.8771648533534,1.0,True
4.589352809732169,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,515.3665198124787,8.870335969233713,8.343340468154123,9.397331470313302,E_N001127_N001133,734.2242273649276,759.6654315770112,64.54025536595104,3.5810811519622803,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.5066666666666666,True,low,,,,1127,1133,55.845609949697376,55.42603906088264,28.082526457513868,True,-0.6250496063872171,753.9522869310325,759.6197385472788,84.30093894640154,0.3488372093023256,0.3488372093023256,1:0:1,1.0474190718743417,4.589352809732169,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,2003,773.6803464971374,759.5740455175464,104.06162252685203,2003,True,515.3665198124787,1.0,True
1.946586868730517,medium,disconnected_or_unsupported_body,confirmed,True,75.0,False,broken,384.1016098185502,6.611043198253875,5.959678982949305,7.33736314049749,E_N001130_N001133,734.2242273649276,759.6654315770112,64.54025536595104,3.5476396083831787,"[""continuous_support"", ""centerline_displacement""]",0.018095238095238,,low,,,,1130,1133,55.84560994969741,55.42603906088286,1.0029473734826422,True,-0.6262892578023052,714.3796419512017,740.0217556605719,64.57851645161361,0.9767441860465116,0.9767441860465116,0:-1:-1,0.7970893243089687,1.946586868730517,broken,disconnected_or_unsupported_body,exterior,0.6296126413117267,True,2006,694.5350565374758,720.3780797441326,64.61677753727618,2006,True,384.1016098185502,1.0,True
4.14318809722078,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,broken,343.75918003292,5.916681239809295,4.372137059565288,7.69167039264252,E_N001270_N001272,99.13316154252486,131.2866212899539,144.74189975965083,3.51851487159729,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.199047619047619,True,low,,,,1270,1272,55.84560994969737,55.426039060882715,11.032421108309038,True,-0.5378302960478045,79.48946153245518,151.13109278535694,144.67091633933575,0.7441860465116279,0.7441860465116279,0:-1:1,0.8959120677169125,4.14318809722078,broken,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,2251,59.8457615223855,170.97556428075995,144.5999329190207,2251,True,343.75918003292,1.0,True
4.427690981612041,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,broken,370.0241102958451,6.36874544399045,5.232021440662319,8.385254398583353,E_N001297_N001300,257.3193549329498,169.86217686644193,105.27489976603457,3.468147993087769,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.1447619047619047,True,low,,,,1300,1297,55.84560994969747,55.42603906088283,8.023578987861134,True,-0.3107796468643267,257.2028290853288,150.17280792027032,125.0738444321476,0.4883720930232558,0.4883720930232558,1:-1:0,1.123655939806248,4.427690981612041,broken,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,2303,257.0863032377078,130.48343897409873,144.87278909826068,2303,True,370.0241102958451,1.0,True
4.462172091036708,medium,disconnected_or_unsupported_body,confirmed,True,75.0,False,broken,363.3033977474298,6.253070529215659,5.8364849798903915,7.48947802773154,E_N001633_N001635,731.9823216331233,325.4052195662456,105.23058975795358,3.560863256454468,"[""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.0723809523809523,True,low,,,,1635,1633,55.845609949697376,55.42603906088264,4.011789493930553,True,-0.1818616156773176,751.7103811992282,325.3595265365133,124.99127333840408,0.9069767441860463,0.9069767441860463,1:0:1,0.5812986151339176,4.462172091036708,broken,disconnected_or_unsupported_body,exterior,0.6296126413117267,True,2888,771.4384407653331,325.3138335067809,144.75195691885455,2888,True,363.3033977474298,1.0,True
4.4006899121890415,medium,disconnected_or_unsupported_body,confirmed,True,75.0,False,broken,367.68641416327665,6.328509710211302,6.1058077825207615,6.891580660018306,E_N001658_N001664,179.31504481205374,367.81391460308,144.15187739308988,3.553201913833618,"[""continuous_support"", ""centerline_displacement""]",0.0361904761904761,,low,,,,1658,1664,55.845609949697504,55.426039060882864,2.0058947469652844,True,-0.4208605659458921,199.04310437815872,367.76822157334766,163.91256097354037,0.9534883720930232,0.9534883720930232,1:0:1,0.5251178392710975,4.4006899121890415,broken,disconnected_or_unsupported_body,interior,0.6296126413117267,True,2931,218.77116394426372,367.72252854361534,183.67324455399088,2931,True,367.68641416327665,1.0,True
2.767497130847005,medium,low_axial_support_and_large_gap,confirmed,True,75.0,False,missing,344.11193324469724,5.9227527236608815,5.898645902950055,5.991290887907139,E_N002145_N002152,62.65815717357272,723.8096280465517,143.07050983533372,3.5208723545074463,"[""axial_coverage"", ""unsupported_gap"", ""continuous_support"", ""centerline_displacement""]",0.6333333333333335,True,low,,,,2145,2152,55.84560994969741,55.42603906088272,35.1031580718924,True,-0.2277293511910965,62.774683021193745,743.4989969927233,123.27156516922064,0.1860465116279069,0.1860465116279069,1:-1:0,0.725883707471193,2.767497130847005,missing,low_axial_support_and_large_gap,exterior,0.6296126413117267,True,3781,62.89120886881477,763.1883659388948,103.4726205031076,3781,True,344.11193324469724,1.0,True
