rank,edge_id,source_strut_id,design_state,mean_delta_mm,panel_metric_label,panel_metric_value,baseline_distance_mean_mm,design_distance_mean_mm,endpoint_u_x,endpoint_u_y,endpoint_u_z,endpoint_v_x,endpoint_v_y,endpoint_v_z,midpoint_x,midpoint_y,midpoint_z,tiff_center_z_slice,tiff_z_min_slice,tiff_z_max_slice,tiff_y_min,tiff_y_max,tiff_x_min,tiff_x_max,review_reason,ct_missing_material_anomaly_score
14,E_N000361_N000363,625,phase2c_auto_supported_possible_unintended_disconnected,3.4333333333333336,CT anomaly score,3.4333333333333336,0.0,0.0,692.1244316936009,246.52031080202573,65.92771160900791,652.8370316734615,286.2092537928318,65.7857447683778,672.4807316835312,266.36478229742875,65.85672818869286,66,55,76,218,315,624,721,second_pass_long_gap_and_broken_bridge_despite_bounded_instability,3.4333333333333336
15,E_N001385_N001495,2667,phase2c_still_review_required,3.6833333333333336,CT anomaly score,3.6833333333333336,0.0,0.0,731.3474991305686,207.05018685021784,145.04696810213503,692.0600991104293,246.73912984102392,144.90500126150494,711.703799120499,226.89465834562088,144.97598468181997,145,134,156,179,275,664,760,blocked_or_mixed_evidence_remains_unresolved,3.6833333333333336
16,E_N008313_N008315,14765,phase2c_still_review_required,3.6208333333333336,CT anomaly score,3.6208333333333336,0.0,0.0,770.6506744589908,247.65045291708554,618.8341838457915,731.3632744388515,287.33939590789157,618.6922170051613,751.0069744489211,267.49492441248856,618.7632004254764,619,608,629,219,316,703,767,blocked_or_mixed_evidence_remains_unresolved,3.6208333333333336
17,E_N000357_N000372,2651,phase2c_still_review_required,3.547916666666667,CT anomaly score,3.547916666666667,0.0,0.0,692.2931508056713,286.1178677333671,105.30711192927882,731.5805508258106,246.42892474256104,105.44907876990891,711.936850815741,266.2733962379641,105.37809534959386,105,95,116,218,315,664,760,blocked_or_mixed_evidence_remains_unresolved,3.547916666666667
18,E_N002643_N002645,4685,phase2c_still_review_required,3.547916666666667,CT anomaly score,3.547916666666667,0.0,0.0,770.9723373748488,246.55635772209453,223.9477355833068,731.6849373547095,286.2453007129006,223.8057687426767,751.3286373647792,266.4008292174976,223.87675216299175,224,213,234,218,315,703,767,blocked_or_mixed_evidence_remains_unresolved,3.547916666666667
19,E_N000245_N000372,2649,phase2c_still_review_required,3.5375000000000005,CT anomaly score,3.5375000000000005,0.0,0.0,770.8679508459502,206.73998175175498,105.59104561053903,731.5805508258106,246.42892474256104,105.44907876990891,751.2242508358804,226.58445324715802,105.52006219022397,106,95,116,178,275,703,767,blocked_or_mixed_evidence_remains_unresolved,3.5375000000000005
20,E_N000375_N000377,653,phase2c_still_review_required,3.5375000000000005,CT anomaly score,3.5375000000000005,0.0,0.0,771.1010025411922,246.11871964409815,65.9931562783129,731.8136025210529,285.80766263490426,65.85118943768272,751.4573025311225,265.9631911395012,65.92217285799781,66,55,76,218,314,703,767,blocked_or_mixed_evidence_remains_unresolved,3.5375000000000005
21,E_N007049_N007176,14745,phase2c_still_review_required,3.5375,CT anomaly score,3.5375,0.0,0.0,770.4819553469204,208.05289598574421,579.4547835255206,731.194555326781,247.74183897655027,579.3128166848904,750.8382553368507,227.89736748114723,579.3838001052055,579,569,590,180,276,703,767,blocked_or_mixed_evidence_remains_unresolved,3.5375
22,E_N000245_N000251,647,phase2c_still_review_required,3.528075396825397,CT anomaly score,3.528075396825397,0.0,0.0,770.8679508459502,206.73998175175498,105.59104561053903,731.4118317137404,206.8313678112197,66.06967844963803,751.1398912798453,206.78567478148733,85.83036203008854,86,56,116,178,235,703,767,blocked_or_mixed_evidence_remains_unresolved,3.528075396825397
23,E_N001509_N001511,2669,phase2c_still_review_required,3.5270833333333336,CT anomaly score,3.5270833333333336,0.0,0.0,771.0366699580206,246.33753868309637,144.97044593080986,731.7492699378811,286.0264816739024,144.82847909017974,751.3929699479509,266.1820101784994,144.8994625104948,145,134,155,218,315,703,767,blocked_or_mixed_evidence_remains_unresolved,3.5270833333333336
24,E_N000240_N000375,640,phase2c_still_review_required,3.5166666666666666,CT anomaly score,3.5166666666666666,0.0,0.0,770.9322834291218,206.52116271275676,26.613755958041974,771.1010025411922,246.11871964409815,65.9931562783129,771.016642985157,226.31994117842746,46.30345611817744,46,16,76,178,275,742,767,blocked_or_mixed_evidence_remains_unresolved,3.5166666666666666
25,E_N003773_N003777,6691,phase2c_still_review_required,3.50625,CT anomaly score,3.50625,0.0,0.0,771.0767239037477,286.3727336924341,342.3044255560747,770.9080047916773,246.77517676109275,302.92502523580384,770.9923643477125,266.5739552267634,322.6147253959393,323,292,353,218,315,742,767,blocked_or_mixed_evidence_remains_unresolved,3.50625
26,E_N003647_N003651,6471,phase2c_still_review_required,3.4958333333333336,CT anomaly score,3.4958333333333336,0.0,0.0,770.6749530964353,207.39643886874958,342.52291456802993,770.5062339843648,167.79888193740817,303.1435142477591,770.5905935404,187.59766040307886,322.8332144078945,323,293,353,139,236,742,767,blocked_or_mixed_evidence_remains_unresolved,3.4958333333333336
27,E_N004907_N004911,8707,phase2c_still_review_required,3.4958333333333336,CT anomaly score,3.4958333333333336,0.0,0.0,771.0123913205762,286.5915527314324,421.2817152085716,770.8436722085057,246.99399580009097,381.9023148883007,770.928031764541,266.7927742657617,401.5920150484361,402,371,432,218,315,742,767,blocked_or_mixed_evidence_remains_unresolved,3.4958333333333336
28,E_N000119_N001383,2436,phase2c_still_review_required,3.4645833333333336,CT anomaly score,3.4645833333333336,0.0,0.0,770.4661800386377,127.76368692807046,105.80953462249434,770.6348991507082,167.36124385941176,145.18893494276512,770.550539594673,147.5624653937411,125.49923478262973,125,95,156,99,196,742,767,blocked_or_mixed_evidence_remains_unresolved,3.4645833333333336
29,E_N000245_N000249,423,phase2c_still_review_required,3.4645833333333336,CT anomaly score,3.4645833333333336,0.0,0.0,770.8679508459502,206.73998175175498,105.59104561053903,770.69923173388,167.14242482041357,66.21164529026815,770.7835912899151,186.94120328608426,85.9013454504036,86,56,116,139,235,742,767,blocked_or_mixed_evidence_remains_unresolved,3.4645833333333336
30,E_N002640_N003777,6700,phase2c_still_review_required,3.457638888888889,CT anomaly score,3.457638888888889,0.0,0.0,731.4518856594673,246.86656282055748,263.40365807490275,770.9080047916773,246.77517676109275,302.92502523580384,751.1799452255723,246.8208697908251,283.16434165535327,283,253,313,218,275,703,767,blocked_or_mixed_evidence_remains_unresolved,3.457638888888889
31,E_N000249_N000251,433,phase2c_still_review_required,3.454166666666667,CT anomaly score,3.454166666666667,0.0,0.0,770.69923173388,167.14242482041357,66.21164529026815,731.4118317137404,206.8313678112197,66.06967844963803,751.0555317238102,186.98689631581664,66.14066186995309,66,56,77,139,235,703,767,blocked_or_mixed_evidence_remains_unresolved,3.454166666666667
32,E_N001379_N002643,4672,phase2c_still_review_required,3.4541666666666666,CT anomaly score,3.4541666666666666,0.0,0.0,770.8036182627786,206.9588007907532,184.56833526303598,770.9723373748488,246.55635772209453,223.9477355833068,770.8879778188137,226.75757925642387,204.2580354231714,204,174,234,178,275,742,767,blocked_or_mixed_evidence_remains_unresolved,3.4541666666666666
33,E_N001505_N001511,2883,phase2c_still_review_required,3.4485014619883043,CT anomaly score,3.4485014619883043,0.0,0.0,771.2053890700911,285.9350956144378,184.3498462510807,731.7492699378811,286.0264816739024,144.82847909017974,751.4773295039861,285.9807886441701,164.58916267063023,165,134,195,257,315,703,767,blocked_or_mixed_evidence_remains_unresolved,3.4485014619883043
34,E_N000361_N000372,648,phase2c_still_review_required,3.4460213032581457,CT anomaly score,3.4460213032581457,0.0,0.0,692.1244316936009,246.52031080202573,65.92771160900791,731.5805508258106,246.42892474256104,105.44907876990891,711.8524912597057,246.47461777229339,85.68839518945842,86,55,116,218,275,664,760,blocked_or_mixed_evidence_remains_unresolved,3.4460213032581457
35,E_N000372_N001509,2668,phase2c_still_review_required,3.4356046365914787,CT anomaly score,3.4356046365914787,0.0,0.0,731.5805508258106,246.42892474256104,105.44907876990891,771.0366699580206,246.33753868309637,144.97044593080986,751.3086103919156,246.38323171282872,125.20976235035938,125,95,155,218,275,703,767,blocked_or_mixed_evidence_remains_unresolved,3.4356046365914787
36,E_N008813_N010077,18156,phase2c_still_review_required,3.4270833333333335,CT anomaly score,3.4270833333333335,0.0,0.0,772.4264768003111,603.153189143165,657.3396281182412,772.5951959123815,642.7507460745063,696.719028438512,772.5108363563463,622.9519676088357,677.0293282783766,677,647,707,575,671,744,767,blocked_or_mixed_evidence_remains_unresolved,3.4270833333333335
37,E_N002639_N002643,4675,phase2c_still_review_required,3.4229166666666666,CT anomaly score,3.4229166666666666,0.0,0.0,771.1410564869193,286.1539146534359,263.32713590357764,770.9723373748488,246.55635772209453,223.9477355833068,771.0566969308841,266.3551361877652,243.6374357434422,244,213,274,218,315,742,767,blocked_or_mixed_evidence_remains_unresolved,3.4229166666666666
38,E_N008813_N008817,15635,phase2c_still_review_required,3.4166666666666665,CT anomaly score,3.4166666666666665,0.0,0.0,772.4264768003111,603.153189143165,657.3396281182412,772.2577576882406,563.5556322118236,617.9602277979703,772.3421172442759,583.3544106774943,637.6499279581058,638,607,668,535,632,744,767,blocked_or_mixed_evidence_remains_unresolved,3.4166666666666665
39,E_N005789_N007053,12516,phase2c_still_review_required,3.4020833333333336,CT anomaly score,3.4020833333333336,0.0,0.0,770.1445171227797,128.85778212306144,500.6959828849792,770.3132362348499,168.4553390544028,540.0753832052501,770.2288766788148,148.65656058873213,520.3856830451147,520,490,551,100,197,742,767,blocked_or_mixed_evidence_remains_unresolved,3.4020833333333336
40,E_N008057_N009321,16620,phase2c_still_review_required,3.4020833333333336,CT anomaly score,3.4020833333333336,0.0,0.0,770.0158519564363,129.29542020105782,658.6505621899729,770.1845710685068,168.8929771323992,698.0299625102436,770.1002115124716,149.09419866672852,678.3402623501083,678,648,709,101,197,742,767,blocked_or_mixed_evidence_remains_unresolved,3.4020833333333336
41,E_N007553_N008817,15632,phase2c_still_review_required,3.3958333333333335,CT anomaly score,3.3958333333333335,0.0,0.0,772.0890385761704,523.9580752804823,578.5808274776995,772.2577576882406,563.5556322118236,617.9602277979703,772.1733981322055,543.756853746153,598.2705276378349,598,568,628,495,592,744,767,blocked_or_mixed_evidence_remains_unresolved,3.3958333333333335
42,E_N008687_N009951,17900,phase2c_still_review_required,3.375,CT anomaly score,3.375,0.0,0.0,772.0247059929986,524.1768943194805,657.5581171301965,772.1934251050691,563.7744512508219,696.9375174504672,772.1090655490339,543.9756727851512,677.2478172903318,677,647,707,496,592,744,767,blocked_or_mixed_evidence_remains_unresolved,3.375
43,E_N009191_N009321,16622,phase2c_still_review_required,3.3604166666666666,CT anomaly score,3.3604166666666666,0.0,0.0,769.9515193732648,129.51423924005604,737.62785184247,770.1845710685068,168.8929771323992,698.0299625102436,770.0680452208858,149.20360818622763,717.8289071763568,718,688,748,101,197,741,767,blocked_or_mixed_evidence_remains_unresolved,3.3604166666666666
44,E_N003144_N004283,7587,phase2c_still_review_required,3.3541666666666665,CT anomaly score,3.3541666666666665,0.0,0.0,733.0589688887171,562.7717421152955,262.52970202708167,733.2276880007876,602.3692990466369,301.90910234735253,733.1433284447523,582.5705205809662,282.2194021872171,282,252,312,534,631,705,762,blocked_or_mixed_evidence_remains_unresolved,3.3541666666666665
45,E_N000245_N001509,2656,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,770.8679508459502,206.73998175175498,105.59104561053903,771.0366699580206,246.33753868309637,144.97044593080986,770.9523104019854,226.53876021742568,125.28074577067444,125,95,155,178,275,742,767,blocked_or_mixed_evidence_remains_unresolved,3.35
46,E_N000371_N000375,643,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,771.2697216532626,285.7162765754395,105.37255659858377,771.1010025411922,246.11871964409815,65.9931562783129,771.1853620972274,265.9174981097688,85.68285643844834,86,55,116,218,314,743,767,blocked_or_mixed_evidence_remains_unresolved,3.35
47,E_N001052_N001063,1856,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,378.861824842352,761.3631822681863,24.757109527830355,339.34137312697055,761.6733873666491,64.21303201942636,359.1015989846613,761.5182848174177,44.48507077362836,44,14,75,733,767,311,407,blocked_or_mixed_evidence_remains_unresolved,3.35
48,E_N001052_N001077,1885,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,378.861824842352,761.3631822681863,24.757109527830355,418.3179439745619,761.2717962087215,64.27847668873129,398.58988440845695,761.3174892384538,44.51779310828082,45,14,75,733,767,350,447,blocked_or_mixed_evidence_remains_unresolved,3.35
49,E_N001066_N001077,1884,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,457.83839568994347,760.9615911102587,24.822554197135336,418.3179439745619,761.2717962087215,64.27847668873129,438.0781698322527,761.1166936594901,44.55051544293331,45,14,75,732,767,390,486,blocked_or_mixed_evidence_remains_unresolved,3.35
50,E_N001066_N001091,1913,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,457.83839568994347,760.9615911102587,24.822554197135336,497.2945148221534,760.870205050794,64.34392135803621,477.56645525604847,760.9158980805264,44.58323777758577,45,14,75,732,767,429,526,blocked_or_mixed_evidence_remains_unresolved,3.35
51,E_N001071_N002225,3929,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,457.7740631067719,761.1804101492568,103.79984384963232,497.23018223898174,761.0890240897921,143.32121101053326,477.5021226728768,761.1347171195245,123.5605274300828,124,93,154,733,767,429,526,blocked_or_mixed_evidence_remains_unresolved,3.35
52,E_N001080_N001091,1912,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,536.8149665375349,760.5599999523312,24.887998866440263,497.2945148221534,760.870205050794,64.34392135803621,517.0547406798441,760.7151025015626,44.61596011223824,45,14,75,732,767,469,565,blocked_or_mixed_evidence_remains_unresolved,3.35
53,E_N001085_N001091,1915,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,536.7506339543634,760.7788189913291,103.86528851893725,497.2945148221534,760.870205050794,64.34392135803621,517.0225743882584,760.8245120210615,84.10460493848673,84,54,114,732,767,469,565,blocked_or_mixed_evidence_remains_unresolved,3.35
54,E_N001505_N001509,2659,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,771.2053890700911,285.9350956144378,184.3498462510807,771.0366699580206,246.33753868309637,144.97044593080986,771.1210295140559,266.1363171487671,164.66014609094526,165,134,195,218,314,743,767,blocked_or_mixed_evidence_remains_unresolved,3.35
55,E_N002191_N003345,5917,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,378.73315967600877,761.8008203461826,182.7116888328243,418.1892788082186,761.7094342867179,222.23305599372523,398.46121924211366,761.7551273164502,202.47237241327477,202,172,233,733,767,350,447,blocked_or_mixed_evidence_remains_unresolved,3.35
56,E_N002205_N002211,3903,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,457.70973052360023,761.399229188255,182.77713350212923,418.2536113913902,761.4906152477197,143.25576634122834,437.9816709574952,761.4449222179874,163.01644992167877,163,133,193,733,767,390,486,blocked_or_mixed_evidence_remains_unresolved,3.35
57,E_N002219_N002225,3931,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,536.6863013711916,760.9976380303274,182.84257817143418,497.23018223898174,761.0890240897921,143.32121101053326,516.9582418050867,761.0433310600597,163.08189459098372,163,133,193,732,767,469,565,blocked_or_mixed_evidence_remains_unresolved,3.35
58,E_N003339_N004493,7961,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,457.6453979404286,761.6180482272532,261.7544231546262,497.1015170726385,761.5266621677886,301.2757903155271,477.37345750653355,761.5723551975209,281.51510673507664,282,251,312,733,767,429,526,blocked_or_mixed_evidence_remains_unresolved,3.35
59,E_N003353_N003359,5947,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,536.6219687880202,761.2164570693257,261.81986782393113,497.1658496558101,761.3078431287903,222.29850066303018,516.8939092219152,761.262150099058,242.05918424348067,242,212,272,733,767,469,565,blocked_or_mixed_evidence_remains_unresolved,3.35
60,E_N003521_N003525,6251,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,770.2731822891228,128.420144045065,342.7414035799853,770.1044631770524,88.82258711372371,303.3620032597144,770.1888227330876,108.62136557939436,323.05170341984984,323,293,353,60,157,742,767,blocked_or_mixed_evidence_remains_unresolved,3.35
61,E_N003521_N004659,8265,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,770.2731822891228,128.420144045065,342.7414035799853,770.0401305938808,89.04140615272188,382.33929291221125,770.1566564415018,108.73077509889345,362.54034824609823,363,332,393,61,157,742,767,blocked_or_mixed_evidence_remains_unresolved,3.35
62,E_N004487_N004493,7963,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,536.5576362048484,761.4352761083238,340.79715747642814,497.1015170726385,761.5266621677886,301.2757903155271,516.8295766387434,761.4809691380563,321.0364738959776,321,291,351,733,767,469,565,blocked_or_mixed_evidence_remains_unresolved,3.35
63,E_N007049_N007053,12519,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,770.4819553469204,208.05289598574421,579.4547835255206,770.3132362348499,168.4553390544028,540.0753832052501,770.3975957908851,188.25411752007352,559.7650833653854,560,530,590,140,237,742,767,blocked_or_mixed_evidence_remains_unresolved,3.35
64,E_N007049_N008313,14752,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,770.4819553469204,208.05289598574421,579.4547835255206,770.6506744589908,247.65045291708554,618.8341838457915,770.5663149029556,227.85167445141488,599.144483685656,599,569,629,180,276,742,767,blocked_or_mixed_evidence_remains_unresolved,3.35
65,E_N008183_N009447,16876,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,770.4176227637488,208.2717150247424,658.4320731780176,770.5863418758192,247.86927195608376,697.8114734982884,770.501982319784,228.07049349041307,678.1217733381529,678,648,708,180,276,742,767,blocked_or_mixed_evidence_remains_unresolved,3.35
66,E_N008309_N009447,16877,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,770.8193935710613,287.24800984842693,658.2135841660623,770.5863418758192,247.86927195608376,697.8114734982884,770.7028677234402,267.5586409022553,678.0125288321753,678,648,708,219,316,742,767,blocked_or_mixed_evidence_remains_unresolved,3.35
67,E_N009317_N009447,16878,phase2c_still_review_required,3.35,CT anomaly score,3.35,0.0,0.0,770.353290180577,208.4905340637406,737.4093628305146,770.5863418758192,247.86927195608376,697.8114734982884,770.4698160281981,228.17990300991218,717.6104181644015,718,687,748,180,276,742,767,blocked_or_mixed_evidence_remains_unresolved,3.35
68,E_N001128_N002267,4031,phase2c_still_review_required,3.3125000000000004,CT anomaly score,3.3125000000000004,0.0,0.0,733.9911756696856,720.286693684668,104.13814469817723,734.1598947817558,759.8842506160094,143.51754501844806,734.0755352257207,740.0854721503387,123.82784485831264,124,94,154,692,767,705,763,blocked_or_mixed_evidence_remains_unresolved,3.3125000000000004
69,E_N003396_N004535,8063,phase2c_still_review_required,3.3125000000000004,CT anomaly score,3.3125000000000004,0.0,0.0,733.862510503342,720.7243317626644,262.0927240031711,734.0312296154125,760.3218886940058,301.47212432344196,733.9468700593773,740.5231102283351,281.78242416330653,282,252,312,692,767,705,763,blocked_or_mixed_evidence_remains_unresolved,3.3125000000000004
70,E_N006419_N007683,13616,phase2c_still_review_required,3.3125000000000004,CT anomaly score,3.3125000000000004,0.0,0.0,772.153371159342,523.7392562414841,499.60353782520275,772.3220902714122,563.3368131728255,538.9829381454737,772.2377307153771,543.5380347071548,519.2932379853382,519,489,549,495,592,744,767,blocked_or_mixed_evidence_remains_unresolved,3.3125000000000004
71,E_N000371_N000377,867,phase2c_still_review_required,3.3106046365914787,CT anomaly score,3.3106046365914787,0.0,0.0,771.2697216532626,285.7162765754395,105.37255659858377,731.8136025210529,285.80766263490426,65.85118943768272,751.5416620871578,285.7619696051719,85.61187301813325,86,55,116,257,314,703,767,blocked_or_mixed_evidence_remains_unresolved,3.3106046365914787
72,E_N004277_N005541,9804,phase2c_still_review_required,3.2916666666666665,CT anomaly score,3.2916666666666665,0.0,0.0,772.6838071329976,602.277912987172,341.4304695082535,772.852526245068,641.8754699185135,380.80986982852426,772.7681666890328,622.0766914528429,361.1201696683889,361,331,391,574,670,744,767,blocked_or_mixed_evidence_remains_unresolved,3.2916666666666665
73,E_N001889_N002010,3553,phase2c_still_review_required,3.28125,CT anomaly score,3.28125,0.0,0.0,732.9545823598185,522.9553661449559,144.17301205431392,733.1233014718889,562.5529230762974,183.55241237458475,733.0389419158537,542.7541446106266,163.86271221444935,164,134,194,494,591,704,762,blocked_or_mixed_evidence_remains_unresolved,3.28125
74,E_N003143_N004407,7788,phase2c_still_review_required,3.28125,CT anomaly score,3.28125,0.0,0.0,772.7481397161691,602.0590939481739,262.45317985575656,772.9168588282394,641.6566508795153,301.8325801760274,772.8324992722042,621.8578724138446,282.142880015892,282,252,312,574,670,744,767,blocked_or_mixed_evidence_remains_unresolved,3.28125
75,E_N010199_N010203,18447,phase2c_still_review_required,3.28125,CT anomaly score,3.28125,0.0,0.0,773.1656858317642,761.3245978295322,735.8799397468276,772.9969667196938,721.7270408981907,696.5005394265567,773.081326275729,741.5258193638615,716.1902395866921,716,686,746,693,767,744,767,blocked_or_mixed_evidence_remains_unresolved,3.28125
76,E_N002262_N003401,6047,phase2c_still_review_required,3.2708333333333335,CT anomaly score,3.2708333333333335,0.0,0.0,733.9268430865138,720.5055127236661,183.11543435067418,734.0955621985843,760.1030696550075,222.494834670945,734.011202642549,740.3042911893368,202.80513451080958,203,173,233,692,767,705,763,blocked_or_mixed_evidence_remains_unresolved,3.2708333333333335
77,E_N003395_N003399,6027,phase2c_still_review_required,3.2708333333333335,CT anomaly score,3.2708333333333335,0.0,0.0,773.5516813307943,760.011683595543,262.01620183184593,773.3829622187238,720.4141266642015,222.6368015115751,773.4673217747591,740.2129051298723,242.3265016717105,242,212,273,692,767,745,767,blocked_or_mixed_evidence_remains_unresolved,3.2708333333333335
78,E_N005663_N005667,10059,phase2c_still_review_required,3.2708333333333335,CT anomaly score,3.2708333333333335,0.0,0.0,773.4230161644512,760.4493216735393,419.9707811368399,773.2542970523805,720.851764742198,380.591380816569,773.3386566084158,740.6505432078686,400.28108097670446,400,370,430,692,767,745,767,blocked_or_mixed_evidence_remains_unresolved,3.2708333333333335
