sample_order,strut_id,start_z,start_y,start_x,end_z,end_y,end_x,mid_z,mid_y,mid_x,length_vox,region,height_band,orientation,occupancy,gap_fraction,start_support,end_support,alignment_error_vox,diameter_median_um,diameter_std_um,diameter_q25_um,diameter_q75_um,peak_intensity_median,station_count,coarse_state,threshold_stability,threshold_states,diameter_threshold_range_um,runtime_seconds,thickness_measurement_valid,thickness_exclusion_reason,prediction,confidence_percent_uncalibrated,prediction_reason,thin_candidate_cutoff_um
31,14407,579.0621155096909,210.4624429333097,296.622530261372,579.2040823503211,170.77349994250355,335.9099302815115,579.133098930006,190.61797143790662,316.2662302714417,55.845609949697526,interior,high,0:-1:1,1.0,0.0,1.0,1.0,0.0,232.36,11.107235081490574,232.36,232.36,44770.0,113,intact,1.0,intact|intact|intact,58.556714802573424,0.10718562499823747,True,,thin,100.0,occupancy=1.000; gap=0.000; valid interior diameter=232.4 µm is in the sample's exploratory lower tail (≤232.4 µm),232.36
32,4426,263.4147355769231,207.98080214560656,612.7861439844241,224.03533525665222,168.38324521426514,612.6174248723537,243.72503541678765,188.18202367993587,612.7017844283889,55.84560994969749,interior,low,1:1:0,1.0,0.0,1.0,1.0,2.449489742783178,284.58171831654965,38.37897894282452,259.7863776259256,328.6066633530124,51740.0,113,intact,1.0,intact|intact|intact,68.8202857270868,0.11883633300021756,True,,intact,80.5,occupancy=1.000; gap=0.000,232.36
33,16082,656.7717607557208,761.9089611063891,615.2768767197533,617.3158382641246,761.5987560079262,654.7973284351349,637.0437995099228,761.7538585571576,635.0371025774441,55.84560994969761,exterior,high,1:0:-1,0.0,1.0,0.0,0.0,,,0.0,,,32473.0,113,missing,1.0,missing|missing|missing,,0.09803645800275262,False,exterior strut may be contaminated by solid skin/wall,missing,100.0,occupancy=0.000; gap=1.000; negligible material along the expected strut,232.36
34,9000,341.6278238589847,368.16016662161167,218.64249877792045,381.1491910198856,368.06878056214697,258.0986179101303,361.38850743943516,368.11447359187935,238.37055834402537,55.84560994969738,interior,middle,1:0:1,1.0,0.0,1.0,1.0,0.0,348.54,18.15872203784095,348.54,348.54,53601.0,113,intact,1.0,intact|intact|intact,53.919325646704294,0.11749662500369595,True,,intact,100.0,occupancy=1.000; gap=0.000,232.36
35,16247,737.3660731652501,131.12060387176638,454.0452359828992,737.4425953365752,91.8332520388879,414.35606515544714,737.4043342509126,111.47692795532714,434.20065056917315,55.84560994969753,exterior,high,0:-1:-1,1.0,0.0,1.0,1.0,0.0,813.26,21.97689421313167,779.3591328777768,813.26,47163.0,113,intact,1.0,intact|intact|intact,133.22479078480717,0.09555620899482165,False,exterior strut may be contaminated by solid skin/wall,intact,100.0,occupancy=1.000; gap=0.000,232.36
36,10884,421.0853812006568,287.7963262052151,534.0826787778021,421.0088590293316,327.0836780380935,573.7718496052539,421.0471201149942,307.4400021216543,553.927264191528,55.84560994969729,interior,middle,0:-1:-1,1.0,0.0,1.0,1.0,1.0,232.36,17.93328833876024,201.22966282335216,232.36,44351.0,113,intact,1.0,intact|intact|intact,58.556714802573424,0.2718916250014445,True,,thin,90.1,occupancy=1.000; gap=0.000; valid interior diameter=232.4 µm is in the sample's exploratory lower tail (≤232.4 µm),232.36
37,8619,381.7170583824062,209.31300859892278,415.2482179906882,342.11916905018,248.69174649126597,415.4812696859302,361.9181137162931,229.00237754509436,415.3647438383092,55.84560994969752,interior,middle,1:-1:0,1.0,0.0,1.0,1.0,0.0,284.58171831654965,12.293070677681499,284.58171831654965,284.58171831654965,50831.0,113,intact,1.0,intact|intact|intact,68.8202857270868,0.11962816699815448,True,,intact,100.0,occupancy=1.000; gap=0.000,232.36
38,9160,381.54185903571533,365.6592336145815,731.9580429956786,381.46533686439017,404.9465854474598,771.6472138231304,381.5035979500527,385.30290953102065,751.8026284094045,55.84560994969721,exterior,middle,0:-1:-1,1.0,0.0,1.0,1.0,1.0,259.7863776259256,53.77769054931389,232.36,259.7863776259256,48590.0,113,intact,1.0,intact|intact|intact,52.22171831654964,0.12189012499584351,False,exterior strut may be contaminated by solid skin/wall,intact,90.1,occupancy=1.000; gap=0.000,232.36
39,774,65.51288858913782,326.70137909949307,455.5964899581392,104.96881108073394,327.01158419795587,416.07603824275753,85.24084983493589,326.85648164872447,435.8362641004484,55.84560994969764,exterior,low,1:0:-1,1.0,0.0,1.0,1.0,0.0,402.4593256467043,26.124093390048337,348.54,402.4593256467043,53736.0,113,intact,1.0,intact|intact|intact,70.35294718340629,0.11030029199901037,False,exterior strut may be contaminated by solid skin/wall,intact,100.0,occupancy=1.000; gap=0.000,232.36
40,4956,223.12916704558685,368.0327336420782,179.25071222888215,223.05264487426166,407.3200854749565,218.93988305633414,223.09090595992427,387.6764095585173,199.09529764260816,55.845609949697355,interior,low,0:-1:-1,1.0,0.0,1.0,1.0,1.0,259.7863776259256,13.519181670544267,232.36,259.7863776259256,48941.0,113,intact,1.0,intact|intact|intact,52.22171831654964,0.09830099999817321,True,,intact,90.1,occupancy=1.000; gap=0.000,232.36
41,12958,579.2362945135652,287.0291908094287,770.883726154233,539.6384051813395,326.40792870177194,771.1167778494748,559.4373498474524,306.7185597556003,771.0002520018539,55.84560994969717,exterior,high,1:-1:0,0.5929203539823009,0.40707964601769914,0.0,1.0,4.242640687119285,116.18,4.312544253300017e-14,116.18,116.18,41498.0,113,broken,0.6666666666666666,intact|broken|broken,0.0,0.15332666699396214,False,exterior strut may be contaminated by solid skin/wall,broken,51.8,occupancy=0.593; gap=0.407; material support contains a long internal gap,232.36
42,17582,736.6230064560389,446.2226008506493,613.6054609073317,736.4810396154089,485.91154384145534,574.3180608871921,736.5520230357239,466.0670723460523,593.9617608972619,55.84560994969749,exterior,high,0:-1:1,1.0,0.0,1.0,1.0,0.0,999.4181495250125,22.894480102216924,965.0635603938221,1019.4753625272168,47982.0,113,intact,1.0,intact|intact|intact,137.25241054611286,0.10673829199367901,False,exterior strut may be contaminated by solid skin/wall,intact,100.0,occupancy=1.000; gap=0.000,232.36
43,2746,144.2173220623948,367.41232344515237,258.2916156596452,183.81521139462097,328.03358555280926,258.05856396440316,164.0162667285079,347.7229544989808,258.17508981202417,55.84560994969744,interior,low,1:-1:0,1.0,0.0,1.0,1.0,0.0,328.6066633530124,10.001608547481418,328.6066633530124,348.54,50956.0,113,intact,1.0,intact|intact|intact,63.958281683450366,0.19978633400023682,True,,intact,100.0,occupancy=1.000; gap=0.000,232.36
44,2620,144.91607876352515,207.853369166073,573.3943574353857,144.8395565922,247.14072099895148,613.083528262838,144.8778176778626,227.49704508251224,593.2389428491118,55.84560994969766,exterior,low,0:-1:-1,1.0,0.0,1.0,1.0,2.23606797749979,328.6066633530124,22.022133467793797,284.58171831654965,328.6066633530124,49693.0,113,intact,1.0,intact|intact|intact,88.75362237407444,0.10183304200472776,False,exterior strut may be contaminated by solid skin/wall,intact,81.6,occupancy=1.000; gap=0.000,232.36
45,3505,104.651644893413,523.0467522044205,693.4984632276087,104.50967805278282,562.7356951952266,654.2110632074691,104.5806614730979,542.8912236998235,673.8547632175389,55.84560994969757,exterior,low,0:-1:1,1.0,0.0,1.0,1.0,4.123105625617661,232.36,10.627698552527384,232.36,232.36,46591.0,113,intact,1.0,intact|intact|intact,31.130337176647856,0.10870558299939148,False,exterior strut may be contaminated by solid skin/wall,uncertain,50.0,occupancy=1.000; gap=0.000; centerline alignment is outside the reliable range,232.36
46,14925,579.1054051749554,287.83237312528394,612.9305844590501,618.5613276665515,288.14257822374674,573.4101327436686,598.8333664207535,287.98747567451534,593.1703586013593,55.84560994969753,interior,high,1:0:-1,1.0,0.0,1.0,1.0,0.0,348.54,23.1378982996377,328.6066633530124,385.32546814349035,51844.0,113,intact,1.0,intact|intact|intact,56.718804790477975,0.12103095899510663,True,,intact,100.0,occupancy=1.000; gap=0.000,232.36
47,10033,340.862602145733,761.0336849503963,615.5342070524398,380.3839693066339,760.9422988909316,654.9903261846498,360.62328572618344,760.987991920664,635.2622666185448,55.84560994969749,exterior,middle,1:0:1,0.0,1.0,0.0,0.0,,,0.0,,,32310.0,113,missing,1.0,missing|missing|missing,,0.12303841600078158,False,exterior strut may be contaminated by solid skin/wall,missing,100.0,occupancy=0.000; gap=1.000; negligible material along the expected strut,232.36
48,14940,579.1054051749554,287.83237312528394,612.9305844590501,579.0288830036303,327.11972495816246,652.6197552865021,579.0671440892929,307.4760490417232,632.7751698727761,55.84560994969753,interior,high,0:-1:-1,1.0,0.0,1.0,1.0,0.0,259.7863776259256,15.334852769707096,259.7863776259256,284.58171831654965,47213.0,113,intact,1.0,intact|intact|intact,52.22171831654964,0.1173912080048467,True,,intact,100.0,occupancy=1.000; gap=0.000,232.36
49,1600,64.44259853340189,643.8113318680138,220.27386064461476,103.96396569430287,643.7199458085491,259.72997977682456,84.20328211385238,643.7656388382815,240.00192021071967,55.84560994969738,exterior,low,1:0:1,1.0,0.0,1.0,1.0,0.0,418.8929471834063,11.443490708791328,418.8929471834063,418.8929471834063,53680.0,113,intact,1.0,intact|intact|intact,76.56308593755551,0.1380712919999496,False,exterior strut may be contaminated by solid skin/wall,intact,100.0,occupancy=1.000; gap=0.000,232.36
50,6198,342.5450695720704,129.62491751884775,533.3434697463485,303.1656692517995,90.02736058750644,533.1747506342783,322.85536941193493,109.82613905317709,533.2591101903134,55.845609949697455,exterior,middle,1:1:0,1.0,0.0,1.0,1.0,1.0,284.58171831654965,22.59827457970599,284.58171831654965,328.6066633530124,51053.0,113,intact,1.0,intact|intact|intact,44.024945036462725,0.1415547080032411,False,exterior strut may be contaminated by solid skin/wall,intact,90.1,occupancy=1.000; gap=0.000,232.36
51,17216,657.5369824689725,369.0354427776045,218.38516844523394,696.9163827892432,408.63299970894565,218.55388755730436,677.2266826291079,388.83422124327507,218.46952800126917,55.84560994969723,exterior,high,1:1:0,1.0,0.0,1.0,1.0,0.0,328.6066633530124,15.029835429797126,328.6066633530124,328.6066633530124,50124.0,113,intact,1.0,intact|intact|intact,63.958281683450366,0.18082145800144644,False,exterior strut may be contaminated by solid skin/wall,intact,100.0,occupancy=1.000; gap=0.000,232.36
52,10170,460.98935921818355,91.268180981358,375.09294377275216,500.44528170977964,91.57838607982086,335.57249205737065,480.7173204639816,91.42328353058943,355.3327179150614,55.8456099496975,exterior,middle,1:0:-1,1.0,0.0,1.0,1.0,0.0,328.6066633530124,8.518238721584261,328.6066633530124,328.6066633530124,53092.0,113,intact,1.0,intact|intact|intact,56.718804790477975,0.10674795899831224,False,exterior strut may be contaminated by solid skin/wall,intact,100.0,occupancy=1.000; gap=0.000,232.36
53,10797,420.88904719274194,289.00109967899783,297.1529662350278,460.34496968433797,289.3113047774607,257.6325145196462,440.61700843854,289.1562022282293,277.39274037733696,55.84560994969753,interior,middle,1:0:-1,1.0,0.0,1.0,1.0,0.0,348.54,9.150056173717699,328.6066633530124,348.54,52645.0,113,intact,1.0,intact|intact|intact,19.93333664698764,0.09708741700160317,True,,intact,100.0,occupancy=1.000; gap=0.000,232.36
54,12679,539.5185933447499,288.3253503426762,494.4978944792489,500.1391930244789,248.7277934113348,494.3291753671784,519.8288931846143,268.5265718770055,494.41353492321366,55.84560994969755,interior,high,1:1:0,1.0,0.0,1.0,1.0,1.0,272.18404797123765,12.489847602161683,259.7863776259256,284.58171831654965,50014.0,113,intact,1.0,intact|intact|intact,52.22171831654964,0.1500113340007374,True,,intact,90.1,occupancy=1.000; gap=0.000,232.36
55,5459,262.40989019049204,524.6891637561997,456.4400855184913,222.88852302959108,524.7805498156645,416.9839663862812,242.64920661004157,524.7348567859322,436.7120259523863,55.84560994969755,interior,low,1:0:1,1.0,0.0,1.0,1.0,1.7320508075688772,328.6066633530124,39.51197512972264,284.58171831654965,328.6066633530124,50672.0,113,intact,1.0,intact|intact|intact,44.024945036462725,0.13103191599657293,True,,intact,84.6,occupancy=1.000; gap=0.000,232.36
56,9266,420.29902482618104,525.5283929921238,377.33484950455653,380.9196245059102,485.9308360607824,377.1661303924861,400.6093246660456,505.72961452645313,377.2504899485213,55.84560994969751,interior,middle,1:1:0,1.0,0.0,1.0,1.0,0.0,328.6066633530124,10.435828836406884,328.6066633530124,328.6066633530124,51897.0,113,intact,1.0,intact|intact|intact,63.958281683450366,0.16263795900158584,True,,intact,100.0,occupancy=1.000; gap=0.000,232.36
57,12441,500.21571519580414,209.44044157845633,454.64000453972653,539.8136045280303,170.06170368611308,454.40695284448447,520.0146598619172,189.75107263228472,454.5234786921055,55.84560994969752,interior,high,1:-1:0,1.0,0.0,1.0,1.0,1.0,284.58171831654965,1.1453210465880735e-13,284.58171831654965,284.58171831654965,50511.0,113,intact,1.0,intact|intact|intact,63.958281683450366,0.14344966699718498,True,,intact,90.1,occupancy=1.000; gap=0.000,232.36
