specimen_id,edge_id,source_strut_id,node_u,node_v,automated_defect_class,automated_group,human_ct_label,adjudicated_defect_class,adjudicated_group,validation_status,confidence,uncertainty,source_boundary_bin,source_orientation_key,source_label,method_ids,assumption_ids,reference_ids,u_ct_xyz_voxels,v_ct_xyz_voxels,midpoint_ct_xyz_voxels,u_lattice_xyz_mm,v_lattice_xyz_mm,midpoint_lattice_xyz_mm,orientation_family,orientation_direction,nearest_face_distance_mm,nearest_edge_distance_mm,nearest_corner_distance_mm,center_distance_mm,region_0p5_cell,region_1p0_cell,region_1p5_cell,center_core_3x3x3,build_cell_index,analysis_group,graph_cluster_id,dbscan_cluster_id,dbscan_cluster_eps_2p28_mm,dbscan_cluster_eps_4p56_mm,dbscan_cluster_eps_6p84_mm
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N001394_N002533,4495,N001394,N002533,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,boundary,ori011,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[99.87237057397827,289.4580299763212,223.2822113882372]","[99.7036514619078,249.86047304497987,183.90281106796635]","[99.78801101794303,269.6592515106505,203.59251122810178]","[2.28,13.68,11.399999999999999]","[2.28,11.399999999999999,9.12]","[2.28,12.54,10.259999999999998]",YZ,YZ:++,2.28,10.510280681313889,16.36207810762435,22.39744628300289,face,face,face,False,2,intentional,G0011,-1,-1,-1,D0003
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N001646_N002659,4931,N001646,N002659,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,boundary,ori011,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[100.27414138129073,368.43432480000575,223.0637223762819]","[100.50719307653273,407.81306269234875,183.4658330440558]","[100.39066722891172,388.12369374617725,203.26477771016886]","[2.28,18.24,11.399999999999999]","[2.28,20.52,9.12]","[2.28,19.38,10.259999999999998]",YZ,YZ:+-,2.28,10.510280681313889,22.046550750627635,20.95864499436927,face,face,face,False,4,intentional,G0012,-1,-1,-1,D0003
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N001721_N001845,3256,N001721,N001845,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,near_boundary,ori110,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[495.62309900973185,445.18384479505414,144.19516705835437]","[535.3122698371837,484.4711966279326,144.11864488702918]","[515.4676844234577,464.8275207114934,144.1569059726918]","[25.08,22.799999999999997,6.84]","[27.36,25.08,6.84]","[26.22,23.939999999999998,6.84]",XY,XY:++,6.84,16.322316012135044,23.639543142793602,15.20949703310402,interior,interior,face,False,5,intentional,G0013,-1,-1,-1,-1
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N001814_N002827,5223,N001814,N002827,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,interior,ori011,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[337.6056247313774,446.2058461499076,223.04156737224145]","[337.8386764266195,485.58458404225064,183.44367804001533]","[337.7221505789985,465.89521509607914,203.24262270612837]","[15.959999999999999,22.799999999999997,11.399999999999999]","[15.959999999999999,25.08,9.12]","[15.959999999999999,23.939999999999998,10.259999999999998]",YZ,YZ:+-,10.259999999999998,18.97338135388629,25.542106412745206,11.737018360725182,interior,interior,interior,False,5,intentional,G0014,-1,-1,-1,D0004
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N001925_N002052,5621,N001925,N002052,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,interior,ori110,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[298.95304721379244,604.2498218567412,183.08322218742993]","[259.66564719365306,643.9387648475472,182.9412553467998]","[279.3093472037227,624.0942933521442,183.01223876711487]","[13.68,31.919999999999998,9.12]","[11.399999999999999,34.199999999999996,9.12]","[12.54,33.059999999999995,9.12]",XY,XY:+-,7.980000000000004,12.118366226517502,17.438646736487325,18.73211146667668,interior,interior,interior,False,7,intentional,G0015,-1,-1,-1,-1
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N002149_N002164,5823,N002149,N002164,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,boundary,ori110,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[141.80344713323456,763.0055938199653,182.51535482490948]","[181.09084715337403,723.3166508291592,182.6573216655396]","[161.44714714330428,743.1611223245623,182.58633824522454]","[4.56,41.04,9.12]","[6.84,38.76,9.12]","[5.699999999999999,39.9,9.12]",XY,XY:+-,1.1400000000000006,5.812882245495774,10.814989597775856,26.929106929120394,face,face,edge,False,8,intentional,G0016,-1,-1,-1,-1
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N002304_N002308,4101,N002304,N002308,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,boundary,ori011,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[256.6201998472237,51.725963189412475,224.06856776271292]","[256.7889189592941,91.32352012075384,263.4479680829837]","[256.70455940325894,71.52474165508316,243.75826792284832]","[11.399999999999999,0.0,11.399999999999999]","[11.399999999999999,2.28,13.68]","[11.399999999999999,1.14,12.54]",YZ,YZ:++,1.14,11.456858208077813,16.985617445356525,22.856928927570298,face,face,face,False,0,intentional,G0017,-1,-1,-1,D0005
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N002505_N002626,4661,N002505,N002626,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,near_boundary,ori011,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[652.3065956998059,207.67059704714367,223.95881308532705]","[652.4753148118762,247.26815397848503,263.33821340559786]","[652.390955255841,227.46937551281434,243.64851324546245]","[34.199999999999996,9.12,11.399999999999999]","[34.199999999999996,11.399999999999999,13.68]","[34.199999999999996,10.259999999999998,12.54]",YZ,YZ:++,6.840000000000003,12.330985362086844,17.587063427417323,18.870357707261405,interior,interior,face,False,2,intentional,G0018,D0002,-1,D0002,D0006
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N002541_N002671,4747,N002541,N002671,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,interior,ori011,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[218.3050605537796,288.965052758929,262.8690232184431]","[218.53811224902168,328.3437906512722,223.27113388621694]","[218.42158640140065,308.6544217051006,243.07007855233002]","[9.12,13.68,13.68]","[9.12,15.959999999999999,11.399999999999999]","[9.12,14.82,12.54]",YZ,YZ:+-,9.12,15.505676379958404,21.44897200333853,15.037632792431127,interior,interior,interior,False,3,intentional,G0019,D0003,D0001,D0003,D0007
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N002671_N002682,4752,N002671,N002682,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,interior,ori101,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[218.53811224902168,328.3437906512722,223.27113388621694]","[257.99423138123154,328.2524045918075,262.7925010471179]","[238.2661718151266,328.2980976215398,243.03181746666743]","[9.12,15.959999999999999,11.399999999999999]","[11.399999999999999,15.959999999999999,13.68]","[10.259999999999998,15.959999999999999,12.54]",XZ,XZ:++,10.259999999999998,16.20244426004916,22.7429285713164,13.774672409897814,interior,interior,interior,False,3,intentional,G0019,D0003,D0001,D0003,D0007
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N002723_N002743,5066,N002723,N002743,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,interior,ori101,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[534.6131147514577,366.33498295090317,262.91231288370756]","[574.133566466839,366.02477785244037,223.45639039211153]","[554.3733406091484,366.17988040167177,243.18435163790954]","[27.36,18.24,13.68]","[29.639999999999997,18.24,11.399999999999999]","[28.5,18.24,12.54]",XZ,XZ:+-,12.54,17.73423807215861,25.44014150904039,11.51343562973277,interior,interior,interior,False,4,intentional,G0020,-1,-1,-1,-1
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N002919_N004183,7420,N002919,N004183,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,interior,ori011,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[219.510372975717,525.8939372299824,262.21355618257724]","[219.6790920877874,565.4914941613239,301.59295650284815]","[219.5947325317522,545.6927156956531,281.90325634271267]","[9.12,27.36,13.68]","[9.12,29.639999999999997,15.959999999999999]","[9.12,28.5,14.82]",YZ,YZ:++,9.12,15.505676379958404,21.44897200333853,15.037632792431127,interior,interior,interior,False,6,intentional,G0021,-1,-1,-1,D0004
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N002933_N004071,7225,N002933,N004071,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,interior,ori011,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[298.4869438233084,525.4923460720548,262.27900085188213]","[298.2538921280664,486.1136081797117,301.87689018410833]","[298.3704179756874,505.8029771258833,282.0779455179952]","[13.68,27.36,13.68]","[13.68,25.08,15.959999999999999]","[13.68,26.22,14.82]",YZ,YZ:+-,13.68,20.16865885476771,25.028128176114173,10.571925084865102,interior,interior,interior,True,5,intentional,G0022,-1,-1,-1,D0004
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N003437_N003438,8114,N003437,N003438,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,boundary,ori110,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[296.4137572035745,130.82969099263047,342.3487355641556]","[256.7245863761225,91.54233915975207,342.4252577354807]","[276.5691717898485,111.18601507619127,342.3869966498182]","[13.68,4.56,18.24]","[11.399999999999999,2.28,18.24]","[12.54,3.42,18.24]",XY,XY:++,3.42,12.997999846130172,22.39744628300289,19.007598480607697,interior,face,face,False,0,intentional,G0023,-1,-1,-1,D0005
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N003508_N003511,6234,N003508,N003511,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,boundary,ori101,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[691.1278923294612,89.22417827165128,303.29655859040935]","[651.6074406140797,89.53438337011418,342.75248108200543]","[671.3676664717705,89.37928082088274,323.0245198362074]","[36.48,2.28,15.959999999999999]","[34.199999999999996,2.28,18.24]","[35.339999999999996,2.28,17.099999999999998]",XZ,XZ:+-,2.28,6.139087880133337,18.168610293580517,23.74923998783961,face,face,edge,False,0,intentional,G0024,-1,-1,-1,-1
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N003749_N003765,6670,N003749,N003765,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,interior,ori110,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[612.9548630964946,247.5783590769479,302.79413589719394]","[652.6440339239466,286.86571090982636,302.71761372586883]","[632.7994485102206,267.2220349933871,302.7558748115314]","[31.919999999999998,11.399999999999999,15.959999999999999]","[34.199999999999996,13.68,15.959999999999999]","[33.059999999999995,12.54,15.959999999999999]",XY,XY:++,7.980000000000004,14.86378148386204,21.80948417546825,15.547527134563872,interior,interior,interior,False,2,intentional,G0025,D0002,-1,D0002,D0006
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N003802_N004939,8764,N003802,N004939,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,interior,ori101,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[218.40944708267838,328.7814287292685,381.2257131912109]","[178.9533279504685,328.87281478873325,341.70434603031003]","[198.68138751657344,328.8271217590009,361.46502961076044]","[9.12,15.959999999999999,20.52]","[6.84,15.959999999999999,18.24]","[7.9799999999999995,15.959999999999999,19.38]",XZ,XZ:++,7.9799999999999995,17.843822460448322,26.34362161890426,13.391967741896632,interior,interior,interior,False,3,intentional,G0026,-1,-1,-1,-1
210127_Brian_Tran_strut_lattices_0point5dash1_1,E_N003829_N003844,8823,N003829,N003844,intentionally_removed,intentional,,intentionally_removed,intentional,auto_supported,high,phase2b4_design_removed_consistent_preserved,interior,ori110,phase2c_auto_supported_designed_removed_absent_or_disconnected,PHASE2C-MANUAL-QUEUE-TRIAGE-001|PHASE2B4-AUTO-REVIEW-001,A-PHASE2C-TRIAGE-001|A-PHASE2B4-AUTO-REVIEW-001,LLNL-DSC-2026|FisherTran2023RUS|Hampel1974,"[376.5956404731032,367.3569843057565,341.75871319759466]","[415.8830404932427,327.66804131495053,341.9006800382247]","[396.2393404831729,347.51251281035354,341.8296966179097]","[18.24,18.24,18.24]","[20.52,15.959999999999999,18.24]","[19.38,17.099999999999998,18.24]",XY,XY:+-,17.099999999999998,25.00215190738589,31.633716190166464,4.265489420922295,interior,interior,interior,True,3,intentional,G0027,-1,-1,-1,-1
