edge_id,source_strut_id,node_u,node_v,phase2b3_design_intent_state,phase2b3_ct_observation_label,phase2b3_integrated_guarded_label,phase2b3_confidence_tier,phase2b3_review_status,phase2b3_review_reason,phase2b3_ct_reason,phase2b3_missing_evidence_count,ct_anomaly_rank,ct_missing_material_anomaly_score,occupied_axial_fraction,longest_low_area_gap_fraction,area_mean_voxels2,core_minus_background_contrast,negative_template_residual,bridge_connected_26,threshold_stability_occupied_fraction_range,local_registration_stability_voxels,orientation_key,boundary_bin,spatial_region,phase2b4_automated_review_label,phase2b4_automated_review_status,phase2b4_confidence_tier,phase2b4_review_reason,phase2b4_boundary_caution,phase2b4_clean_for_auto_support
E_N002639_N002643,4675,N002639,N002643,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,268,3.4229166666666666,0.0,1.0,0.041666666666666664,1.502008032128514,1.5,False,0.2916666666666667,2.5,ori011,boundary,r200,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N008813_N008817,15635,N008813,N008817,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,269,3.4166666666666665,0.0,1.0,0.16666666666666666,-0.7721354166666666,1.4,False,0.6666666666666666,2.5,ori011,boundary,r222,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N007553_N008817,15632,N007553,N008817,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,273,3.3958333333333335,0.0,1.0,0.041666666666666664,-0.6970128022759602,1.4,False,0.5833333333333334,2.5,ori011,boundary,r222,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N008687_N009951,17900,N008687,N009951,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,275,3.375,0.0,1.0,0.041666666666666664,-0.7263922518159807,1.4,False,0.5,2.5,ori011,boundary,r222,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N006419_N007683,13616,N006419,N007683,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,410,3.3125000000000004,0.041666666666666664,0.9583333333333334,0.125,-0.4507269789983845,1.4,False,0.5833333333333334,2.5,ori011,boundary,r222,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N003899_N005163,9144,N003899,N005163,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,455,3.2458333333333336,0.0,1.0,0.20833333333333334,1.2591743119266054,1.25,False,0.5833333333333334,2.5,ori011,boundary,r211,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N007301_N008565,15192,N007301,N008565,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,456,3.2354166666666666,0.0,1.0,0.125,-0.3685092127303183,1.25,False,0.5416666666666666,2.5,ori011,boundary,r212,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N005033_N006297,11160,N005033,N006297,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,459,3.225,0.0,1.0,0.0,0.6586715867158671,1.25,False,0.5,2.5,ori011,boundary,r211,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N000366_N000501,860,N000366,N000501,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,464,3.2041666666666666,0.0,1.0,0.0,-0.06021290751829674,1.25,False,0.4166666666666667,2.5,ori011,boundary,r210,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N001505_N002769,4892,N001505,N002769,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,465,3.2041666666666666,0.0,1.0,0.0,2.1276041666666665,1.25,False,0.4166666666666667,2.5,ori011,boundary,r210,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N002765_N002769,4895,N002765,N002769,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,466,3.2041666666666666,0.0,1.0,0.0,1.85480093676815,1.25,False,0.4166666666666667,2.5,ori011,boundary,r210,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N006293_N006297,11163,N006293,N006297,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,468,3.2041666666666666,0.0,1.0,0.125,0.2892561983471074,1.25,False,0.4166666666666667,2.5,ori011,boundary,r211,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N004533_N004535,8057,N004533,N004535,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,471,3.1958333333333337,0.0,1.0,0.08333333333333333,0.7137476459510358,1.2,False,0.5833333333333334,2.5,ori110,boundary,r221,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N006167_N007431,13176,N006167,N007431,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,472,3.19375,0.0,1.0,0.08333333333333333,-0.24675324675324675,1.25,False,0.375,2.5,ori011,boundary,r212,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N003273_N003275,5785,N003273,N003275,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,475,3.185416666666667,0.0,1.0,0.041666666666666664,0.3820120537783959,1.2,False,0.5416666666666666,2.5,ori110,boundary,r220,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N000492_N000627,1080,N000492,N000627,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,476,3.1833333333333336,0.0,1.0,0.0,-0.3058900097624471,1.25,False,0.3333333333333333,2.5,ori011,boundary,r210,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N004281_N004283,7581,N004281,N004283,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,480,3.1750000000000003,0.0,1.0,0.0,0.24189526184538654,1.2,False,0.5,2.5,ori110,boundary,r221,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N000501_N000503,873,N000501,N000503,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,482,3.1729166666666666,0.0,1.0,0.041666666666666664,0.02139231327048586,1.125,False,0.7916666666666666,2.5,ori110,boundary,r210,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N005033_N005037,8927,N005033,N005037,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,483,3.1729166666666666,0.0,1.0,0.0,0.8276595744680851,1.25,False,0.2916666666666667,2.5,ori011,boundary,r211,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N005159_N005163,9147,N005159,N005163,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,484,3.1729166666666666,0.0,1.0,0.0,0.7956730769230769,1.25,False,0.2916666666666667,2.5,ori011,boundary,r211,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N005159_N006423,11380,N005159,N006423,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,485,3.1729166666666666,0.0,1.0,0.0,0.4397810218978102,1.25,False,0.2916666666666667,2.5,ori011,boundary,r211,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N004151_N004278,9577,N004151,N004278,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,487,3.1645833333333337,0.0,1.0,0.0,0.22015404364569963,1.2,False,0.4583333333333333,2.5,ori110,boundary,r221,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N000879_N000881,1533,N000879,N000881,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,490,3.154166666666667,0.0,1.0,0.0,0.2736009044657999,1.2,False,0.4166666666666667,2.5,ori110,boundary,r220,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N001005_N001007,1753,N001005,N001007,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,500,3.122916666666667,0.0,1.0,0.041666666666666664,0.5242548217416715,1.2,False,0.2916666666666667,2.5,ori110,boundary,r220,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N003399_N003401,6041,N003399,N003401,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,501,3.122916666666667,0.0,1.0,0.0,0.8480050664977834,1.2,False,0.2916666666666667,2.5,ori110,boundary,r220,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N002769_N002771,4905,N002769,N002771,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,554,3.0791666666666666,0.0,1.0,0.0,0.22010237319683573,1.125,False,0.4166666666666667,2.5,ori110,boundary,r210,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N006423_N006425,11393,N006423,N006425,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,562,3.06875,0.0,1.0,0.041666666666666664,0.18148420279206465,1.125,False,0.375,2.5,ori110,boundary,r211,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N002891_N003018,7341,N002891,N003018,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,640,2.9229166666666666,0.08333333333333333,0.9166666666666666,0.16666666666666666,0.3115036622145627,1.125,False,0.4583333333333333,2.5,ori110,boundary,r211,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N002765_N004029,7128,N002765,N004029,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|near_all_edge_threshold|threshold_sensitive|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,652,2.870833333333333,0.08333333333333333,0.75,0.2916666666666667,1.8871794871794871,1.25,False,0.4166666666666667,2.5,ori011,boundary,r211,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N001012_N002152,3781,N001012,N002152,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,53,5.25,0.0,1.0,0.0,-0.8333333333333334,3.4,False,0.0,2.5,ori011,boundary,r020,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N002643_N002645,4685,N002643,N002645,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,225,3.547916666666667,0.0,1.0,0.0,0.2536231884057971,1.6666666666666667,False,0.125,2.5,ori110,boundary,r200,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N000245_N000372,2649,N000245,N000372,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,228,3.5375000000000005,0.0,1.0,0.0,0.08626198083067092,1.6666666666666667,False,0.08333333333333333,2.5,ori110,boundary,r200,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N000375_N000377,653,N000375,N000377,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,229,3.5375000000000005,0.0,1.0,0.0,-0.0759170653907496,1.6666666666666667,False,0.08333333333333333,2.5,ori110,boundary,r200,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N001509_N001511,2669,N001509,N001511,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,7,234,3.5270833333333336,0.0,1.0,0.0,-0.026124197002141327,1.6666666666666667,False,0.041666666666666664,2.5,ori110,boundary,r200,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N002640_N003777,6700,N002640,N003777,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,251,3.457638888888889,0.0,1.0,0.20833333333333334,0.2583668005354752,1.5555555555555556,False,0.20833333333333334,2.5,ori101,boundary,r201,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N000249_N000251,433,N000249,N000251,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,252,3.454166666666667,0.041666666666666664,0.9583333333333334,0.125,0.23085163363685057,1.6666666666666667,False,0.08333333333333333,2.5,ori110,boundary,r200,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N001505_N001511,2883,N001505,N001511,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,254,3.4485014619883043,0.0,1.0,0.125,0.0449438202247191,1.5672514619883042,False,0.125,2.5,ori101,boundary,r200,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N000372_N001509,2668,N000372,N001509,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,259,3.4356046365914787,0.0,1.0,0.0,0.2768102658111824,1.5751879699248121,False,0.041666666666666664,2.5,ori101,boundary,r200,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N005789_N007053,12516,N005789,N007053,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,271,3.4020833333333336,0.0,1.0,0.0,1.373134328358209,1.5,False,0.20833333333333334,2.5,ori011,boundary,r202,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N008057_N009321,16620,N008057,N009321,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,272,3.4020833333333336,0.0,1.0,0.2916666666666667,0.23478260869565218,1.5,False,0.20833333333333334,2.5,ori011,boundary,r202,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N000245_N001509,2656,N000245,N001509,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,279,3.35,0.0,1.0,0.0,2.4285714285714284,1.5,False,0.0,2.5,ori011,boundary,r200,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N000371_N000375,643,N000371,N000375,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,280,3.35,0.0,1.0,0.0,1.3877551020408163,1.5,False,0.0,2.5,ori011,boundary,r200,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
E_N001505_N001509,2659,N001505,N001509,design_present_or_unmapped,ct_absent_candidate,possible_unintended_missing,review_guarded,review_required,possible_unintended_defect_requires_review|registration_unstable,high_anomaly_low_area_low_occupancy_long_gap,6,299,3.35,0.0,1.0,0.0,1.875,1.5,False,0.0,2.5,ori011,boundary,r200,manual_review_possible_unintended_missing,blocked_manual_review,blocked,possible_unintended_missing_not_clean_enough_for_auto_support,boundary_or_skin_region,false
