rank,edge_id,source_strut_id,design_state,mean_delta_mm,panel_metric_label,panel_metric_value,baseline_distance_mean_mm,design_distance_mean_mm,endpoint_u_x,endpoint_u_y,endpoint_u_z,endpoint_v_x,endpoint_v_y,endpoint_v_z,midpoint_x,midpoint_y,midpoint_z,tiff_center_z_slice,tiff_z_min_slice,tiff_z_max_slice,tiff_y_min,tiff_y_max,tiff_x_min,tiff_x_max,review_reason,ct_missing_material_anomaly_score
15,E_N008995_N008996,18274,auto_supported_possible_unintended_missing,4.25,CT anomaly score,4.25,0.0,0.0,378.3471641769791,763.1137345801718,656.575426747806,338.6579933495271,723.8263827472933,656.6519489191311,358.5025787632531,743.4700586637325,656.6136878334685,657,646,667,695,767,310,407,,4.25
16,E_N001010_N001035,1801,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,141.93211229957785,762.5679557419691,24.560775519915577,181.38823143178766,762.4765696825043,64.0821426808165,161.66017186568274,762.5222627122366,44.32145910036604,44,14,75,734,767,113,210,,3.7944444444444447
17,E_N001011_N001021,1773,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,62.95554145198638,762.9695468998966,24.495330850610653,102.41166058419627,762.8781608404319,64.01669801151152,82.68360101809132,762.9238538701643,44.25601443106109,44,14,75,734,767,34,131,,3.7944444444444447
18,E_N001012_N002155,3789,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,62.89120886881477,763.1883659388948,103.47262050310759,102.34732800102454,763.0969798794301,142.99398766400859,82.61926843491966,763.1426729091625,123.2333040835581,123,93,153,735,767,34,131,,3.7944444444444447
19,E_N001015_N001021,1775,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,141.86777971640615,762.7867747809671,103.53806517241252,102.41166058419627,762.8781608404319,64.01669801151152,122.1397201503012,762.8324678106994,83.77738159196201,84,54,114,734,767,74,170,,3.7944444444444447
20,E_N001015_N002169,3817,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,141.86777971640615,762.7867747809671,103.53806517241252,181.32389884861607,762.6953887215025,143.0594323333135,161.59583928251112,762.7410817512348,123.29874875286302,123,93,154,734,767,113,210,,3.7944444444444447
21,E_N001024_N001049,1829,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,220.90868314716926,762.1663645840414,24.626220189220504,260.3648022793791,762.0749785245767,64.14758735012143,240.63674271327417,762.1206715543091,44.386903769670965,44,14,75,734,767,192,289,,3.7944444444444447
22,E_N001029_N001035,1803,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,220.8443505639976,762.3851836230396,103.60350984171744,181.38823143178766,762.4765696825043,64.0821426808165,201.11629099789263,762.430876652772,83.84282626126696,84,54,114,734,767,153,249,,3.7944444444444447
23,E_N001029_N002183,3845,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,220.8443505639976,762.3851836230396,103.60350984171744,260.3004696962075,762.2937975635749,143.12487700261843,240.57241013010253,762.3394905933072,123.36419342216794,123,93,154,734,767,192,289,,3.7944444444444447
24,E_N001043_N001049,1831,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,299.8209214115891,761.983592465112,103.66895451102236,260.3648022793791,762.0749785245767,64.14758735012143,280.0928618454841,762.0292854948443,83.90827093057189,84,54,114,733,767,232,328,,3.7944444444444447
25,E_N002146_N003289,5805,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,62.826876285643095,763.4071849778929,182.44991015560456,102.28299541785304,763.3157989184282,221.97127731650548,82.55493585174807,763.3614919481606,202.21059373605502,202,172,232,735,767,34,131,,3.7944444444444447
26,E_N002149_N002155,3791,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,141.80344713323456,763.0055938199653,182.51535482490948,102.34732800102454,763.0969798794301,142.99398766400859,122.07538756712955,763.0512868496977,162.75467124445902,163,132,193,735,767,74,170,,3.7944444444444447
27,E_N002149_N003289,5804,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,141.80344713323456,763.0055938199653,182.51535482490948,102.28299541785304,763.3157989184282,221.97127731650548,122.0432212755438,763.1606963691968,202.24331607070746,202,172,232,735,767,74,170,,3.7944444444444447
28,E_N002149_N003303,5833,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,141.80344713323456,763.0055938199653,182.51535482490948,181.25956626544445,762.9142077605006,222.03672198581043,161.5315066993395,762.959900790233,202.27603840535994,202,172,233,734,767,113,210,,3.7944444444444447
29,E_N002163_N002169,3819,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,220.78001798082602,762.6040026620377,182.58079949421443,181.32389884861607,762.6953887215025,143.0594323333135,201.05195841472104,762.6496956917701,162.82011591376397,163,133,193,734,767,153,249,,3.7944444444444447
30,E_N002163_N002183,3846,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,220.78001798082602,762.6040026620377,182.58079949421443,260.3004696962075,762.2937975635749,143.12487700261843,240.54024383851674,762.4489001128063,162.85283824841645,163,133,193,734,767,192,289,,3.7944444444444447
31,E_N002163_N003303,5832,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,220.78001798082602,762.6040026620377,182.58079949421443,181.25956626544445,762.9142077605006,222.03672198581043,201.01979212313523,762.7591052112691,202.30876074001242,202,172,233,734,767,153,249,,3.7944444444444447
32,E_N002163_N003317,5861,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,220.78001798082602,762.6040026620377,182.58079949421443,260.23613711303585,762.5126166025731,222.10216665511535,240.50807754693093,762.5583096323054,202.3414830746649,202,172,233,734,767,192,289,,3.7944444444444447
33,E_N002177_N002183,3847,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,299.75658882841736,762.2024115041102,182.64624416351936,260.3004696962075,762.2937975635749,143.12487700261843,280.0285292623124,762.2481045338425,162.8855605830689,163,133,193,734,767,232,328,,3.7944444444444447
34,E_N002177_N003317,5860,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,299.75658882841736,762.2024115041102,182.64624416351936,260.23613711303585,762.5126166025731,222.10216665511535,279.99636297072664,762.3575140533417,202.37420540931737,202,172,233,734,767,232,328,,3.7944444444444447
35,E_N003280_N003289,5806,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,62.76254370247142,763.6260040168911,261.42719980810153,102.28299541785304,763.3157989184282,221.97127731650548,82.52276956016223,763.4709014676596,241.6992385623035,242,211,272,735,767,34,131,,3.7944444444444447
36,E_N003280_N004423,7821,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,62.76254370247142,763.6260040168911,261.42719980810153,102.21866283468137,763.5346179574265,300.94856696900246,82.4906032685764,763.5803109871588,281.187883388552,281,251,311,735,767,34,131,,3.7944444444444447
37,E_N003283_N003289,5807,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,141.73911455006294,763.2244128589635,261.49264447740643,102.28299541785304,763.3157989184282,221.97127731650548,122.01105498395799,763.2701058886959,241.73196089695597,242,211,272,735,767,74,170,,3.7944444444444447
38,E_N003283_N003303,5834,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,141.73911455006294,763.2244128589635,261.49264447740643,181.25956626544445,762.9142077605006,222.03672198581043,161.4993404077537,763.0693103097321,241.76468323160844,242,212,272,734,767,113,210,,3.7944444444444447
39,E_N003283_N004423,7820,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,141.73911455006294,763.2244128589635,261.49264447740643,102.21866283468137,763.5346179574265,300.94856696900246,121.97888869237215,763.379515408195,281.22060572320447,281,251,311,735,767,74,170,,3.7944444444444447
40,E_N003283_N004437,7849,auto_supported_possible_unintended_missing,3.7944444444444447,CT anomaly score,3.7944444444444447,0.0,0.0,141.73911455006294,763.2244128589635,261.49264447740643,181.19523368227283,763.1330267994989,301.0140116383074,161.46717411616788,763.1787198292312,281.25332805785695,281,251,312,735,767,113,210,,3.7944444444444447
41,E_N001379_N001506,4665,manual_review_possible_unintended_missing,3.6000000000000005,CT anomaly score,3.6000000000000005,0.0,0.0,770.8036182627786,206.9588007907532,184.56833526303598,731.5162182426391,246.64774378155923,184.42636842240586,751.1599182527088,226.80327228615621,184.49735184272092,184,174,195,178,275,703,767,,3.6000000000000005
42,E_N000245_N000251,647,manual_review_possible_unintended_missing,3.528075396825397,CT anomaly score,3.528075396825397,0.0,0.0,770.8679508459502,206.73998175175498,105.59104561053903,731.4118317137404,206.8313678112197,66.06967844963803,751.1398912798453,206.78567478148733,85.83036203008854,86,56,116,178,235,703,767,,3.528075396825397
43,E_N000240_N000375,640,manual_review_possible_unintended_missing,3.5166666666666666,CT anomaly score,3.5166666666666666,0.0,0.0,770.9322834291218,206.52116271275676,26.613755958041974,771.1010025411922,246.11871964409815,65.9931562783129,771.016642985157,226.31994117842746,46.30345611817744,46,16,76,178,275,742,767,,3.5166666666666666
44,E_N003773_N003777,6691,manual_review_possible_unintended_missing,3.50625,CT anomaly score,3.50625,0.0,0.0,771.0767239037477,286.3727336924341,342.3044255560747,770.9080047916773,246.77517676109275,302.92502523580384,770.9923643477125,266.5739552267634,322.6147253959393,323,292,353,218,315,742,767,,3.50625
45,E_N003647_N003651,6471,manual_review_possible_unintended_missing,3.4958333333333336,CT anomaly score,3.4958333333333336,0.0,0.0,770.6749530964353,207.39643886874958,342.52291456802993,770.5062339843648,167.79888193740817,303.1435142477591,770.5905935404,187.59766040307886,322.8332144078945,323,293,353,139,236,742,767,,3.4958333333333336
46,E_N004907_N004911,8707,manual_review_possible_unintended_missing,3.4958333333333336,CT anomaly score,3.4958333333333336,0.0,0.0,771.0123913205762,286.5915527314324,421.2817152085716,770.8436722085057,246.99399580009097,381.9023148883007,770.928031764541,266.7927742657617,401.5920150484361,402,371,432,218,315,742,767,,3.4958333333333336
47,E_N000119_N001383,2436,manual_review_possible_unintended_missing,3.4645833333333336,CT anomaly score,3.4645833333333336,0.0,0.0,770.4661800386377,127.76368692807046,105.80953462249434,770.6348991507082,167.36124385941176,145.18893494276512,770.550539594673,147.5624653937411,125.49923478262973,125,95,156,99,196,742,767,,3.4645833333333336
48,E_N000245_N000249,423,manual_review_possible_unintended_missing,3.4645833333333336,CT anomaly score,3.4645833333333336,0.0,0.0,770.8679508459502,206.73998175175498,105.59104561053903,770.69923173388,167.14242482041357,66.21164529026815,770.7835912899151,186.94120328608426,85.9013454504036,86,56,116,139,235,742,767,,3.4645833333333336
49,E_N001379_N002643,4672,manual_review_possible_unintended_missing,3.4541666666666666,CT anomaly score,3.4541666666666666,0.0,0.0,770.8036182627786,206.9588007907532,184.56833526303598,770.9723373748488,246.55635772209453,223.9477355833068,770.8879778188137,226.75757925642387,204.2580354231714,204,174,234,178,275,742,767,,3.4541666666666666
50,E_N008813_N010077,18156,manual_review_possible_unintended_missing,3.4270833333333335,CT anomaly score,3.4270833333333335,0.0,0.0,772.4264768003111,603.153189143165,657.3396281182412,772.5951959123815,642.7507460745063,696.719028438512,772.5108363563463,622.9519676088357,677.0293282783766,677,647,707,575,671,744,767,,3.4270833333333335
51,E_N002639_N002643,4675,manual_review_possible_unintended_missing,3.4229166666666666,CT anomaly score,3.4229166666666666,0.0,0.0,771.1410564869193,286.1539146534359,263.32713590357764,770.9723373748488,246.55635772209453,223.9477355833068,771.0566969308841,266.3551361877652,243.6374357434422,244,213,274,218,315,742,767,,3.4229166666666666
52,E_N008813_N008817,15635,manual_review_possible_unintended_missing,3.4166666666666665,CT anomaly score,3.4166666666666665,0.0,0.0,772.4264768003111,603.153189143165,657.3396281182412,772.2577576882406,563.5556322118236,617.9602277979703,772.3421172442759,583.3544106774943,637.6499279581058,638,607,668,535,632,744,767,,3.4166666666666665
53,E_N007553_N008817,15632,manual_review_possible_unintended_missing,3.3958333333333335,CT anomaly score,3.3958333333333335,0.0,0.0,772.0890385761704,523.9580752804823,578.5808274776995,772.2577576882406,563.5556322118236,617.9602277979703,772.1733981322055,543.756853746153,598.2705276378349,598,568,628,495,592,744,767,,3.3958333333333335
54,E_N008687_N009951,17900,manual_review_possible_unintended_missing,3.375,CT anomaly score,3.375,0.0,0.0,772.0247059929986,524.1768943194805,657.5581171301965,772.1934251050691,563.7744512508219,696.9375174504672,772.1090655490339,543.9756727851512,677.2478172903318,677,647,707,496,592,744,767,,3.375
55,E_N006419_N007683,13616,manual_review_possible_unintended_missing,3.3125000000000004,CT anomaly score,3.3125000000000004,0.0,0.0,772.153371159342,523.7392562414841,499.60353782520275,772.3220902714122,563.3368131728255,538.9829381454737,772.2377307153771,543.5380347071548,519.2932379853382,519,489,549,495,592,744,767,,3.3125000000000004
56,E_N003899_N005163,9144,manual_review_possible_unintended_missing,3.2458333333333336,CT anomaly score,3.2458333333333336,0.0,0.0,771.4784947110602,365.3490285161186,342.08593654411936,771.6472138231304,404.9465854474598,381.46533686439017,771.5628542670953,385.14780698178924,361.7756367042548,362,332,392,337,433,743,767,,3.2458333333333336
57,E_N007301_N008565,15192,manual_review_possible_unintended_missing,3.2354166666666666,CT anomaly score,3.2354166666666666,0.0,0.0,771.2854969615453,366.00548563311327,579.01780550161,771.4542160736157,405.6030425644545,618.3972058218809,771.3698565175805,385.80426409878385,598.7075056617455,599,569,629,338,434,743,767,,3.2354166666666666
58,E_N005033_N006297,11160,manual_review_possible_unintended_missing,3.225,CT anomaly score,3.225,0.0,0.0,771.4141621278889,365.5678475551168,421.0632261966163,771.5828812399591,405.1654044864581,460.4426265168872,771.498521683924,385.36662602078746,440.75292635675174,441,411,471,337,434,743,767,,3.225
59,E_N000366_N000501,860,manual_review_possible_unintended_missing,3.2041666666666666,CT anomaly score,3.2041666666666666,0.0,0.0,771.3340542364344,285.4974575364413,26.395266946086714,771.5027733485047,325.09501446778273,65.77466726635758,771.4184137924696,305.296236002112,46.08496710622215,46,16,76,257,354,743,767,,3.2041666666666666
60,E_N001505_N002769,4892,manual_review_possible_unintended_missing,3.2041666666666666,CT anomaly score,3.2041666666666666,0.0,0.0,771.2053890700911,285.9350956144378,184.3498462510807,771.3741081821615,325.53265254577906,223.7292465713515,771.2897486261263,305.7338740801084,204.0395464112161,204,174,234,257,354,743,767,,3.2041666666666666
61,E_N002765_N002769,4895,manual_review_possible_unintended_missing,3.2041666666666666,CT anomaly score,3.2041666666666666,0.0,0.0,771.5428272942318,365.13020947712045,263.10864689162236,771.3741081821615,325.53265254577906,223.7292465713515,771.4584677381966,345.33143101144975,243.41894673148693,243,213,274,297,394,743,767,,3.2041666666666666
62,E_N006293_N006297,11163,manual_review_possible_unintended_missing,3.2041666666666666,CT anomaly score,3.2041666666666666,0.0,0.0,771.7516003520295,444.7629614177996,499.82202683715803,771.5828812399591,405.1654044864581,460.4426265168872,771.6672407959943,424.96418295212885,480.1323266770226,480,450,510,377,473,743,767,,3.2041666666666666
63,E_N004533_N004535,8057,manual_review_possible_unintended_missing,3.1958333333333337,CT anomaly score,3.1958333333333337,0.0,0.0,773.318629635552,720.6329457031998,301.6140911640721,734.0312296154125,760.3218886940058,301.47212432344196,753.6749296254823,740.4774171986028,301.543107743757,302,291,312,692,767,706,767,,3.1958333333333337
64,E_N006167_N007431,13176,manual_review_possible_unintended_missing,3.19375,CT anomaly score,3.19375,0.0,0.0,771.3498295447171,365.78666659411505,500.0405158491134,771.5185486567875,405.38422352545626,539.4199161693842,771.4341891007523,385.5854450597857,519.7302160092488,520,490,550,337,434,743,767,,3.19375
65,E_N003273_N003275,5785,manual_review_possible_unintended_missing,3.185416666666667,CT anomaly score,3.185416666666667,0.0,0.0,772.9811914114111,641.437831840517,222.85529052353039,733.6937913912718,681.126774831323,222.7133236829003,753.3374914013415,661.28230333592,222.78430710321533,223,212,233,613,710,705,767,,3.185416666666667
66,E_N000492_N000627,1080,manual_review_possible_unintended_missing,3.1833333333333336,CT anomaly score,3.1833333333333336,0.0,0.0,771.7358250437467,364.4737523601258,26.176777934131454,771.9045441558171,404.07130929146706,65.55617825440233,771.8201845997819,384.2725308257964,45.86647809426689,46,16,76,336,433,743,767,,3.1833333333333336
67,E_N004281_N004283,7581,manual_review_possible_unintended_missing,3.1750000000000003,CT anomaly score,3.1750000000000003,0.0,0.0,772.5150880209271,562.6803560558309,302.05106918798265,733.2276880007876,602.3692990466369,301.90910234735253,752.8713880108573,582.5248275512339,301.98008576766756,302,291,313,534,631,705,767,,3.1750000000000003
68,E_N000501_N000503,873,manual_review_possible_unintended_missing,3.1729166666666666,CT anomaly score,3.1729166666666666,0.0,0.0,771.5027733485047,325.09501446778273,65.77466726635758,732.2153733283653,364.7839574585887,65.63270042572746,751.859073338435,344.9394859631857,65.70368384604252,66,55,76,297,393,704,767,,3.1729166666666666
69,E_N005033_N005037,8927,manual_review_possible_unintended_missing,3.1729166666666666,CT anomaly score,3.1729166666666666,0.0,0.0,771.4141621278889,365.5678475551168,421.0632261966163,771.2454430158182,325.97029062377555,381.68382587634545,771.3298025718535,345.7690690894462,401.3735260364809,401,371,432,297,394,743,767,,3.1729166666666666
70,E_N005159_N005163,9147,manual_review_possible_unintended_missing,3.1729166666666666,CT anomaly score,3.1729166666666666,0.0,0.0,771.8159329352011,444.5441423788013,420.844737184661,771.6472138231304,404.9465854474598,381.46533686439017,771.7315733791658,424.7453639131306,401.1550370245256,401,371,431,376,473,743,767,,3.1729166666666666
71,E_N005159_N006423,11380,manual_review_possible_unintended_missing,3.1729166666666666,CT anomaly score,3.1729166666666666,0.0,0.0,771.8159329352011,444.5441423788013,420.844737184661,771.9846520472715,484.1416993101427,460.2241375049319,771.9002924912363,464.342920844472,440.53443734479646,441,410,471,416,513,743,767,,3.1729166666666666
72,E_N004151_N004278,9577,manual_review_possible_unintended_missing,3.1645833333333337,CT anomaly score,3.1645833333333337,0.0,0.0,772.2820363256851,523.3016181634877,341.64895852020885,732.9946363055456,562.9905611542938,341.5069916795787,752.6383363156153,543.1460896588908,341.57797509989376,342,331,352,495,591,704,767,,3.1645833333333337
73,E_N000879_N000881,1533,manual_review_possible_unintended_missing,3.154166666666667,CT anomaly score,3.154166666666667,0.0,0.0,772.7080857704423,562.0238989388362,65.11920023049174,733.4206857503027,601.7128419296422,64.97723338986162,753.0643857603725,581.8683704342392,65.04821681017668,65,54,76,534,630,705,767,,3.154166666666667
74,E_N001005_N001007,1753,manual_review_possible_unintended_missing,3.122916666666667,CT anomaly score,3.122916666666667,0.0,0.0,773.1098565777545,641.0001937625207,64.90071121853649,733.8224565576152,680.6891367533268,64.75874437790635,753.4661565676848,660.8446652579237,64.82972779822143,65,54,75,613,709,705,767,,3.122916666666667
75,E_N003399_N003401,6041,manual_review_possible_unintended_missing,3.122916666666667,CT anomaly score,3.122916666666667,0.0,0.0,773.3829622187238,720.4141266642015,222.6368015115751,734.0955621985843,760.1030696550075,222.494834670945,753.739262208654,740.2585981596045,222.56581809126004,223,212,233,692,767,706,767,,3.122916666666667
76,E_N002769_N002771,4905,manual_review_possible_unintended_missing,3.0791666666666666,CT anomaly score,3.0791666666666666,0.0,0.0,771.3741081821615,325.53265254577906,223.7292465713515,732.086708162022,365.22159553658514,223.5872797307214,751.7304081720918,345.3771240411821,223.65826315103646,224,213,234,297,394,704,767,,3.0791666666666666
77,E_N006423_N006425,11393,manual_review_possible_unintended_missing,3.06875,CT anomaly score,3.06875,0.0,0.0,771.9846520472715,484.1416993101427,460.2241375049319,732.697252027132,523.8306423009487,460.08217066430177,752.3409520372018,503.9861708055457,460.15315408461686,460,450,471,456,552,704,767,,3.06875
78,E_N002891_N003018,7341,manual_review_possible_unintended_missing,2.9229166666666666,CT anomaly score,2.9229166666666666,0.0,0.0,771.9445981015442,444.1065043008049,262.8901578796671,732.6571980814049,483.7954472916109,262.74819103903695,752.3008980914746,463.9509757962079,262.819174459352,263,252,273,416,512,704,767,,2.9229166666666666
79,E_N002765_N004029,7128,manual_review_possible_unintended_missing,2.870833333333333,CT anomaly score,2.870833333333333,0.0,0.0,771.5428272942318,365.13020947712045,263.10864689162236,771.7115464063022,404.7277664084616,302.4880472118932,771.627186850267,384.928987942791,282.7983470517578,283,253,313,337,433,743,767,,2.870833333333333
80,E_N001012_N002152,3781,manual_review_possible_unintended_missing,5.25,CT anomaly score,5.25,0.0,0.0,62.89120886881477,763.1883659388948,103.47262050310759,62.65815717357272,723.8096280465517,143.07050983533372,62.774683021193745,743.4989969927233,123.27156516922065,123,93,154,695,767,34,91,,5.25
